org_pac_id,org_nm, measure_cd, measure_title, prf_rate
5991776635,MARTIN'S POINT HEALTH CARE,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",48
5991776635,MARTIN'S POINT HEALTH CARE,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
5991776635,MARTIN'S POINT HEALTH CARE,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,33
5991776635,MARTIN'S POINT HEALTH CARE,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,61
5991776635,MARTIN'S POINT HEALTH CARE,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,77
5991776635,MARTIN'S POINT HEALTH CARE,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,64
6103829338,GENESIS HEALTH SYSTEM,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",65
6103829338,GENESIS HEALTH SYSTEM,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
6103829338,GENESIS HEALTH SYSTEM,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,
6103829338,GENESIS HEALTH SYSTEM,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,
6103829338,GENESIS HEALTH SYSTEM,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,86
6103829338,GENESIS HEALTH SYSTEM,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,70
6204740731,LICKING MEMORIAL PROFESSIONAL CORPORATION,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",61
6204740731,LICKING MEMORIAL PROFESSIONAL CORPORATION,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
6204740731,LICKING MEMORIAL PROFESSIONAL CORPORATION,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,47
6204740731,LICKING MEMORIAL PROFESSIONAL CORPORATION,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,59
6204740731,LICKING MEMORIAL PROFESSIONAL CORPORATION,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,78
6204740731,LICKING MEMORIAL PROFESSIONAL CORPORATION,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,74
6305810201,"NORTH COAST PROFESSIONAL COMPANY, LLC",CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",70
6305810201,"NORTH COAST PROFESSIONAL COMPANY, LLC",CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,84
6305810201,"NORTH COAST PROFESSIONAL COMPANY, LLC",CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,54
6305810201,"NORTH COAST PROFESSIONAL COMPANY, LLC",CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,66
6305810201,"NORTH COAST PROFESSIONAL COMPANY, LLC",CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,84
6305810201,"NORTH COAST PROFESSIONAL COMPANY, LLC",CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,74
6608280268,COMMUNITY HEALTH PARTNERS,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",66
6608280268,COMMUNITY HEALTH PARTNERS,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,85
6608280268,COMMUNITY HEALTH PARTNERS,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,51
6608280268,COMMUNITY HEALTH PARTNERS,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,66
6608280268,COMMUNITY HEALTH PARTNERS,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,83
6608280268,COMMUNITY HEALTH PARTNERS,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,74
6608768411,RMED LLC,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",
6608768411,RMED LLC,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
6608768411,RMED LLC,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,
6608768411,RMED LLC,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,
6608768411,RMED LLC,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,
6608768411,RMED LLC,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,
6709772767,HEARTLAND REGIONAL MEDICAL CENTER,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",67
6709772767,HEARTLAND REGIONAL MEDICAL CENTER,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
6709772767,HEARTLAND REGIONAL MEDICAL CENTER,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,60
6709772767,HEARTLAND REGIONAL MEDICAL CENTER,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,70
6709772767,HEARTLAND REGIONAL MEDICAL CENTER,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,85
6709772767,HEARTLAND REGIONAL MEDICAL CENTER,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,66
6709797491,STANFORD HEALTH CARE,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",
6709797491,STANFORD HEALTH CARE,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
6709797491,STANFORD HEALTH CARE,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,
6709797491,STANFORD HEALTH CARE,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,67
6709797491,STANFORD HEALTH CARE,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,
6709797491,STANFORD HEALTH CARE,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,
6901791367,KINGMAN HEALTHCARE INC,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",
6901791367,KINGMAN HEALTHCARE INC,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
6901791367,KINGMAN HEALTHCARE INC,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,
6901791367,KINGMAN HEALTHCARE INC,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,60
6901791367,KINGMAN HEALTHCARE INC,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,
6901791367,KINGMAN HEALTHCARE INC,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,
7012808827,OVERLAKE MEDICAL CLINICS LLC,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",53
7012808827,OVERLAKE MEDICAL CLINICS LLC,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,83
7012808827,OVERLAKE MEDICAL CLINICS LLC,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,44
7012808827,OVERLAKE MEDICAL CLINICS LLC,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,63
7012808827,OVERLAKE MEDICAL CLINICS LLC,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,84
7012808827,OVERLAKE MEDICAL CLINICS LLC,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,73
7113839606,CONWAY HOSPITAL INC,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",
7113839606,CONWAY HOSPITAL INC,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
7113839606,CONWAY HOSPITAL INC,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,37
7113839606,CONWAY HOSPITAL INC,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,53
7113839606,CONWAY HOSPITAL INC,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,74
7113839606,CONWAY HOSPITAL INC,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,
7214841436,GENESIS HEALTH SYSTEM,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",67
7214841436,GENESIS HEALTH SYSTEM,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,77
7214841436,GENESIS HEALTH SYSTEM,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,45
7214841436,GENESIS HEALTH SYSTEM,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,60
7214841436,GENESIS HEALTH SYSTEM,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,80
7214841436,GENESIS HEALTH SYSTEM,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,71
7214982388,TONY SHALLIN MD PA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",63
7214982388,TONY SHALLIN MD PA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
7214982388,TONY SHALLIN MD PA,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,
7214982388,TONY SHALLIN MD PA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,
7214982388,TONY SHALLIN MD PA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,
7214982388,TONY SHALLIN MD PA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,
7618270729,RMH MEDICAL GROUP LLC,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",52
7618270729,RMH MEDICAL GROUP LLC,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
7618270729,RMH MEDICAL GROUP LLC,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,41
7618270729,RMH MEDICAL GROUP LLC,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,68
7618270729,RMH MEDICAL GROUP LLC,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,79
7618270729,RMH MEDICAL GROUP LLC,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,67
7618911660,VPA OF TEXAS PLLC,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",
7618911660,VPA OF TEXAS PLLC,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
7618911660,VPA OF TEXAS PLLC,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,
7618911660,VPA OF TEXAS PLLC,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,
7618911660,VPA OF TEXAS PLLC,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,
7618911660,VPA OF TEXAS PLLC,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,
7911801410,PHYSICIANS REFERRAL SERVICE,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",
7911801410,PHYSICIANS REFERRAL SERVICE,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
7911801410,PHYSICIANS REFERRAL SERVICE,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,
7911801410,PHYSICIANS REFERRAL SERVICE,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,75
7911801410,PHYSICIANS REFERRAL SERVICE,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,87
7911801410,PHYSICIANS REFERRAL SERVICE,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,78
7911816020,TRINITY HEALTH,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",70
7911816020,TRINITY HEALTH,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
7911816020,TRINITY HEALTH,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,47
7911816020,TRINITY HEALTH,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,61
7911816020,TRINITY HEALTH,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,80
7911816020,TRINITY HEALTH,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,74
8022417328,NORTH SHORE HEALTH SYSTEM MEDICAL FACULTY GROUP PRACTICE INC,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",83
8022417328,NORTH SHORE HEALTH SYSTEM MEDICAL FACULTY GROUP PRACTICE INC,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
8022417328,NORTH SHORE HEALTH SYSTEM MEDICAL FACULTY GROUP PRACTICE INC,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,69
8022417328,NORTH SHORE HEALTH SYSTEM MEDICAL FACULTY GROUP PRACTICE INC,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,
8022417328,NORTH SHORE HEALTH SYSTEM MEDICAL FACULTY GROUP PRACTICE INC,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,92
8022417328,NORTH SHORE HEALTH SYSTEM MEDICAL FACULTY GROUP PRACTICE INC,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,
8022904473,COMMUNITY CARE PHYSICIANS PLLC,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",62
8022904473,COMMUNITY CARE PHYSICIANS PLLC,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
8022904473,COMMUNITY CARE PHYSICIANS PLLC,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,44
8022904473,COMMUNITY CARE PHYSICIANS PLLC,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,58
8022904473,COMMUNITY CARE PHYSICIANS PLLC,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,80
8022904473,COMMUNITY CARE PHYSICIANS PLLC,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,65
8426112350,PHOEBE PHYSICIAN GROUP INC,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",
8426112350,PHOEBE PHYSICIAN GROUP INC,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
8426112350,PHOEBE PHYSICIAN GROUP INC,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,
8426112350,PHOEBE PHYSICIAN GROUP INC,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,
8426112350,PHOEBE PHYSICIAN GROUP INC,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,
8426112350,PHOEBE PHYSICIAN GROUP INC,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,
8426113663,CHESAPEAKE REGIONAL MEDICAL GROUP,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",64
8426113663,CHESAPEAKE REGIONAL MEDICAL GROUP,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,87
8426113663,CHESAPEAKE REGIONAL MEDICAL GROUP,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,41
8426113663,CHESAPEAKE REGIONAL MEDICAL GROUP,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,64
8426113663,CHESAPEAKE REGIONAL MEDICAL GROUP,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,83
8426113663,CHESAPEAKE REGIONAL MEDICAL GROUP,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,74
8426231119,VIRGINIA HOSPITAL CENTER PHYSICIAN GROUP LLC,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",50
8426231119,VIRGINIA HOSPITAL CENTER PHYSICIAN GROUP LLC,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
8426231119,VIRGINIA HOSPITAL CENTER PHYSICIAN GROUP LLC,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,36
8426231119,VIRGINIA HOSPITAL CENTER PHYSICIAN GROUP LLC,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,61
8426231119,VIRGINIA HOSPITAL CENTER PHYSICIAN GROUP LLC,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,72
8426231119,VIRGINIA HOSPITAL CENTER PHYSICIAN GROUP LLC,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,66
8628087681,UNIVERSITY PHYSICIAN GROUP,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",
8628087681,UNIVERSITY PHYSICIAN GROUP,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
8628087681,UNIVERSITY PHYSICIAN GROUP,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,
8628087681,UNIVERSITY PHYSICIAN GROUP,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,
8628087681,UNIVERSITY PHYSICIAN GROUP,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,
8628087681,UNIVERSITY PHYSICIAN GROUP,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,
8628092897,LESTER E COX MEDICAL CENTERS,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",65
8628092897,LESTER E COX MEDICAL CENTERS,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,83
8628092897,LESTER E COX MEDICAL CENTERS,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,43
8628092897,LESTER E COX MEDICAL CENTERS,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,69
8628092897,LESTER E COX MEDICAL CENTERS,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,84
8628092897,LESTER E COX MEDICAL CENTERS,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,79
8729351077,PENN STATE HEALTH COMMUNITY MEDICAL GROUP LLC,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",53
8729351077,PENN STATE HEALTH COMMUNITY MEDICAL GROUP LLC,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,81
8729351077,PENN STATE HEALTH COMMUNITY MEDICAL GROUP LLC,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,36
8729351077,PENN STATE HEALTH COMMUNITY MEDICAL GROUP LLC,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,61
8729351077,PENN STATE HEALTH COMMUNITY MEDICAL GROUP LLC,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,78
8729351077,PENN STATE HEALTH COMMUNITY MEDICAL GROUP LLC,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,65
9133109903,M E D F PHYSICIANS CORPORATION,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",71
9133109903,M E D F PHYSICIANS CORPORATION,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,83
9133109903,M E D F PHYSICIANS CORPORATION,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,54
9133109903,M E D F PHYSICIANS CORPORATION,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,57
9133109903,M E D F PHYSICIANS CORPORATION,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,78
9133109903,M E D F PHYSICIANS CORPORATION,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,72
9133378870,NORTH OAKS PHYSICIAN GROUP LLC,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",70
9133378870,NORTH OAKS PHYSICIAN GROUP LLC,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,86
9133378870,NORTH OAKS PHYSICIAN GROUP LLC,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,61
9133378870,NORTH OAKS PHYSICIAN GROUP LLC,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,67
9133378870,NORTH OAKS PHYSICIAN GROUP LLC,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,85
9133378870,NORTH OAKS PHYSICIAN GROUP LLC,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,78
9234041948,VPA PC,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",
9234041948,VPA PC,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
9234041948,VPA PC,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,
9234041948,VPA PC,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,
9234041948,VPA PC,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,
9234041948,VPA PC,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,
9335391978,"PATIENT FIRST MARYLAND PHYSICIANS GROUP, P.C..",CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",
9335391978,"PATIENT FIRST MARYLAND PHYSICIANS GROUP, P.C..",CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
9335391978,"PATIENT FIRST MARYLAND PHYSICIANS GROUP, P.C..",CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,
9335391978,"PATIENT FIRST MARYLAND PHYSICIANS GROUP, P.C..",CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,
9335391978,"PATIENT FIRST MARYLAND PHYSICIANS GROUP, P.C..",CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,
9335391978,"PATIENT FIRST MARYLAND PHYSICIANS GROUP, P.C..",CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,
9436061645,"SOMC MEDICAL CARE FOUNDATION, INC.",CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",79
9436061645,"SOMC MEDICAL CARE FOUNDATION, INC.",CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,88
9436061645,"SOMC MEDICAL CARE FOUNDATION, INC.",CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,46
9436061645,"SOMC MEDICAL CARE FOUNDATION, INC.",CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,71
9436061645,"SOMC MEDICAL CARE FOUNDATION, INC.",CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,91
9436061645,"SOMC MEDICAL CARE FOUNDATION, INC.",CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,75
9436148111,SUTTER COAST HOSPITAL,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",56
9436148111,SUTTER COAST HOSPITAL,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
9436148111,SUTTER COAST HOSPITAL,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,
9436148111,SUTTER COAST HOSPITAL,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,
9436148111,SUTTER COAST HOSPITAL,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,89
9436148111,SUTTER COAST HOSPITAL,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,
9830008770,WASHINGTON UNIVERSITY,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",67
9830008770,WASHINGTON UNIVERSITY,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
9830008770,WASHINGTON UNIVERSITY,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,55
9830008770,WASHINGTON UNIVERSITY,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,67
9830008770,WASHINGTON UNIVERSITY,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,84
9830008770,WASHINGTON UNIVERSITY,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,75
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,84
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,
9931011434,PATIENT FIRST RICHMOND MEDICAL GROUP PLLC,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",72
9931011434,PATIENT FIRST RICHMOND MEDICAL GROUP PLLC,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
9931011434,PATIENT FIRST RICHMOND MEDICAL GROUP PLLC,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,
9931011434,PATIENT FIRST RICHMOND MEDICAL GROUP PLLC,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,
9931011434,PATIENT FIRST RICHMOND MEDICAL GROUP PLLC,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,
9931011434,PATIENT FIRST RICHMOND MEDICAL GROUP PLLC,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,
0446157747,USC CARE MEDICAL GROUP INC,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",58
0446157747,USC CARE MEDICAL GROUP INC,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
0446157747,USC CARE MEDICAL GROUP INC,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,57
0446157747,USC CARE MEDICAL GROUP INC,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,57
0446157747,USC CARE MEDICAL GROUP INC,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,84
0446157747,USC CARE MEDICAL GROUP INC,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,75
0446162697,THE ASSOCIATION OF UNIVERSITY PHYSICIANS,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",52
0446162697,THE ASSOCIATION OF UNIVERSITY PHYSICIANS,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,84
0446162697,THE ASSOCIATION OF UNIVERSITY PHYSICIANS,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,39
