Transakcija_ID,Datum,Kod_Proizvoda,Cena_Tekst,Količina,Ocena_Kupca,Godine_Kupca,Grad
TXN-10255,NEVAŽEĆI_DATUM,CAT_ELEC-658,169.04,2.0,3.0,32.0,Kragujevac
TXN-10256,2025-11-05 09:00:00,CAT_BOOKS-468,231.4,5.0,4.1,33.0,Beograd
TXN-10257,2025-06-20 01:00:00,CAT_ELEC-266,37.99$,2.0,1.2,67.0,Zrenjanin
TXN-10258,2025-06-16 01:00:00,CAT_ELEC-938,125.66$,1.0,3.4,23.0,Zrenjanin
TXN-10259,2025-03-05 02:00:00,CAT_ELEC-135,$404.78,1.0,3.6,60.0,Zrenjanin
TXN-10260,NEVAŽEĆI_DATUM,CAT_CLOTH-226,228.52,1.0,2.2,23.0,Novi Sad
TXN-10261,2025-08-20 16:00:00,CAT_CLOTH-915,190.68$,1.0,,26.0,Beograd
TXN-10262,2025-12-12 10:00:00,CAT_ELEC-394,239.98,1.0,3.5,51.0,Niš
TXN-10263,2025-03-28 01:00:00,CAT_CLOTH-932,$313.88,2.0,4.5,31.0,Subotica
TXN-10264,2025-08-11 11:00:00,CAT_HOME-284,292.61$,4.0,3.1,23.0,Novi Sad
TXN-10265,2025-07-19 19:00:00,CAT_BEAUTY-297, $296.8 ,3.0,1.4,66.0,Novi Sad
TXN-10266,2025-11-24 15:00:00,CAT_ELEC-997,481.64,1.0,2.4,26.0,Niš
TXN-10267,2025-04-04 16:00:00,CAT_CLOTH-410,65.28$,1.0,3.0,61.0,Niš
TXN-10268,2025-02-28 20:00:00,CAT_BEAUTY-408, $127.46 ,1.0,3.8,53.0,Niš
TXN-10269,2025-03-05 21:00:00,CAT_HOME-377,,4.0,5.0,63.0,Niš
TXN-10270,2025-05-07 22:00:00,CAT_BOOKS-533, $153.63 ,2.0,3.7,44.0,Beograd
TXN-10271,2025-09-24 12:00:00,CAT_BOOKS-877,104.57$,4.0,4.9,66.0,Beograd
TXN-10272,2025-09-08 23:00:00,CAT_BOOKS-172,251.83,1.0,1.3,46.0,Subotica
TXN-10273,2025-01-16 10:00:00,CAT_ELEC-287,486.79,1.0,1.2,23.0,Niš
TXN-10274,2025-01-22 02:00:00,CAT_BEAUTY-867,82.51,1.0,2.9,26.0,Zrenjanin
TXN-10275,2025-12-29 15:00:00,CAT_CLOTH-201,270.96$,10.0,3.3,38.0,Zrenjanin
TXN-10276,2025-08-09 14:00:00,CAT_BEAUTY-695, $208.84 ,1.0,1.7,24.0,Novi Sad
TXN-10277,2025-06-20 22:00:00,CAT_BOOKS-644,138.59$,5.0,2.6,55.0,Novi Sad
TXN-10278,2025-10-11 12:00:00,CAT_ELEC-844, $403.16 ,1.0,3.2,30.0,Zrenjanin
TXN-10279,2025-03-10 02:00:00,CAT_HOME-538, $348.31 ,3.0,1.8,43.0,Zrenjanin
TXN-10280,2025-12-15 18:00:00,CAT_CLOTH-705,256.59$,3.0,4.9,27.0,Niš
TXN-10281,2025-03-21 21:00:00,CAT_BOOKS-447,73.54,1.0,1.8,60.0,Zrenjanin
TXN-10282,2025-06-25 18:00:00,CAT_ELEC-982,89.46$,1.0,2.4,32.0,Kragujevac
TXN-10283,2025-12-26 23:00:00,CAT_CLOTH-128,386.78$,1.0,4.9,45.0,Subotica
TXN-10284,2025-09-28 21:00:00,CAT_ELEC-906,343.13,3.0,2.5,67.0,Novi Sad
TXN-10285,2025-05-16 09:00:00,CAT_CLOTH-757,424.02,1.0,3.4,20.0,Niš
TXN-10286,2025-03-03 14:00:00,CAT_HOME-411,$34.36,1.0,1.1,62.0,Beograd
TXN-10287,2025-05-24 16:00:00,CAT_BEAUTY-476,449.9,1.0,1.9,31.0,Beograd
TXN-10288,2025-09-22 23:00:00,CAT_HOME-110, $332.02 ,1.0,2.0,23.0,Niš
TXN-10289,2025-04-04 17:00:00,CAT_BEAUTY-602,90.08,1.0,4.6,30.0,Beograd
TXN-10290,2025-10-07 14:00:00,CAT_ELEC-914,473.86,1.0,2.8,25.0,Zrenjanin
TXN-10291,2025-07-12 23:00:00,CAT_ELEC-877,301.25$,1.0,,40.0,Subotica
TXN-10292,2025-08-26 10:00:00,CAT_HOME-769, $208.89 ,4.0,3.5,30.0,Kragujevac
TXN-10293,2025-01-17 18:00:00,CAT_BOOKS-518, $151.71 ,5.0,2.9,20.0,Subotica
TXN-10294,2025-03-19 07:00:00,CAT_BOOKS-961, $403.95 ,10.0,3.1,30.0,Beograd
TXN-10295,2025-04-19 13:00:00,CAT_ELEC-753, $164.1 ,1.0,3.6,57.0,Kragujevac
TXN-10296,2025-07-20 02:00:00,CAT_BOOKS-632, $470.09 ,1.0,4.3,51.0,Kragujevac
TXN-10297,2025-06-20 18:00:00,CAT_BEAUTY-447, $79.45 ,1.0,2.3,32.0,Niš
TXN-10298,2025-11-19 18:00:00,CAT_HOME-459,348.38,1.0,4.0,46.0,Beograd
TXN-10299,2025-03-27 02:00:00,CAT_BEAUTY-138,356.24,3.0,1.2,54.0,Subotica
TXN-10300,2025-06-21 14:00:00,CAT_BEAUTY-387, $343.88 ,1.0,1.7,19.0,Zrenjanin
TXN-10301,2025-07-24 18:00:00,CAT_HOME-863,$45.27,2.0,3.6,37.0,Kragujevac
TXN-10302,2025-05-10 05:00:00,CAT_CLOTH-618, $317.74 ,4.0,2.6,38.0,Beograd
TXN-10303,2025-01-17 03:00:00,CAT_CLOTH-134, $144.57 ,1.0,1.5,37.0,Novi Sad
TXN-10304,2025-10-28 04:00:00,CAT_BOOKS-945,422.56,4.0,2.3,25.0,Beograd
TXN-10305,2025-08-05 18:00:00,CAT_CLOTH-194,$387.44,1.0,2.5,64.0,Kragujevac
TXN-10306,2025-04-13 12:00:00,CAT_BEAUTY-355, $419.61 ,1.0,1.4,67.0,Niš
TXN-10307,,CAT_CLOTH-397,394.58,1.0,1.1,64.0,Beograd
TXN-10308,2025-09-25 14:00:00,CAT_BOOKS-311, $195.61 ,2.0,1.7,69.0,Subotica
TXN-10309,2025-09-07 21:00:00,CAT_HOME-665,485.94,1.0,2.0,22.0,Beograd
TXN-10310,2025-11-30 21:00:00,CAT_BEAUTY-430, $417.51 ,1.0,4.8,34.0,Zrenjanin
TXN-10311,2025-11-10 12:00:00,CAT_HOME-466,14.04$,1.0,1.5,58.0,Novi Sad
TXN-10312,2025-09-07 20:00:00,CAT_HOME-311,227.92,2.0,1.5,66.0,Subotica
TXN-10313,2025-06-26 20:00:00,CAT_ELEC-702,161.63,1.0,3.6,28.0,Zrenjanin
TXN-10314,2025-10-26 15:00:00,CAT_BOOKS-285,378.05$,1.0,3.1,24.0,Niš
TXN-10315,2025-04-17 06:00:00,CAT_CLOTH-185,$446.7,1.0,2.1,26.0,Beograd
TXN-10316,2025-10-22 19:00:00,CAT_BEAUTY-727,295.63,1.0,1.6,35.0,Kragujevac
TXN-10317,2025-10-09 20:00:00,CAT_CLOTH-468,128.99,1.0,4.8,68.0,Zrenjanin
TXN-10318,NEVAŽEĆI_DATUM,CAT_HOME-392,,2.0,2.7,22.0,Novi Sad
TXN-10319,2025-06-15 06:00:00,CAT_BEAUTY-645,,5.0,3.0,43.0,Novi Sad
TXN-10320,2025-04-24 17:00:00,CAT_CLOTH-523,159.47,2.0,3.8,62.0,Novi Sad
TXN-10321,2025-07-25 00:00:00,CAT_HOME-661,101.19,1.0,3.4,57.0,Zrenjanin
TXN-10322,,CAT_BOOKS-119,$289.36,2.0,4.2,22.0,Kragujevac
TXN-10323,2025-05-08 15:00:00,CAT_BOOKS-176,94.83$,1.0,1.8,40.0,Subotica
TXN-10324,2025-01-06 07:00:00,CAT_BEAUTY-504, $347.23 ,2.0,2.8,44.0,Zrenjanin
TXN-10325,2025-01-25 14:00:00,CAT_BEAUTY-799,328.32$,3.0,3.8,20.0,Subotica
TXN-10326,2025-08-08 22:00:00,CAT_HOME-776, $183.73 ,1.0,1.9,47.0,Niš
TXN-10327,2025-02-23 17:00:00,CAT_CLOTH-153,286.16,1.0,1.7,68.0,Novi Sad
TXN-10328,2025-05-24 15:00:00,CAT_BEAUTY-366,66.65,5.0,3.4,20.0,Zrenjanin
TXN-10329,2025-04-23 06:00:00,CAT_HOME-594,174.04$,1.0,1.5,25.0,Kragujevac
TXN-10330,2025-06-01 12:00:00,CAT_CLOTH-826,112.51$,3.0,3.3,49.0,Beograd
TXN-10331,2025-09-24 09:00:00,CAT_BOOKS-941,319.25$,5.0,4.5,58.0,Beograd
TXN-10332,2025-11-08 02:00:00,CAT_BEAUTY-690, $248.68 ,1.0,1.7,52.0,Niš
TXN-10333,2025-09-12 11:00:00,CAT_BEAUTY-447, $413.47 ,10.0,4.7,63.0,Niš
TXN-10334,2025-04-16 07:00:00,CAT_ELEC-826,322.33$,2.0,2.2,50.0,Beograd
TXN-10335,2025-08-10 16:00:00,CAT_CLOTH-751,184.62$,1.0,3.5,69.0,Zrenjanin
TXN-10336,NEVAŽEĆI_DATUM,CAT_ELEC-285,$246.53,1.0,3.0,29.0,Beograd
TXN-10337,2025-05-20 14:00:00,CAT_BEAUTY-373,,1.0,2.6,29.0,Kragujevac
TXN-10338,2025-04-05 04:00:00,CAT_CLOTH-693, $311.06 ,2.0,3.2,21.0,Subotica
TXN-10339,2025-12-28 05:00:00,CAT_CLOTH-926,453.07$,2.0,1.5,48.0,Subotica
TXN-10340,2025-11-13 05:00:00,CAT_BOOKS-890, $21.79 ,2.0,5.0,68.0,Subotica
TXN-10341,2025-07-30 07:00:00,CAT_CLOTH-911,170.59$,1.0,3.1,48.0,Beograd
TXN-10342,2025-03-05 12:00:00,CAT_CLOTH-643,301.48,1.0,4.9,69.0,Novi Sad
TXN-10343,,CAT_BEAUTY-925,$135.16,1.0,2.3,29.0,Novi Sad
TXN-10344,2025-11-28 10:00:00,CAT_HOME-168,,1.0,4.1,47.0,Subotica
TXN-10345,2025-10-20 19:00:00,CAT_BOOKS-743,$68.84,4.0,3.0,45.0,Kragujevac
TXN-10346,,CAT_BOOKS-494,$185.18,2.0,2.7,52.0,Niš
TXN-10347,2025-05-09 15:00:00,CAT_BEAUTY-342, $464.98 ,3.0,4.7,57.0,Kragujevac
TXN-10348,2025-08-06 18:00:00,CAT_CLOTH-146,218.39,1.0,3.5,26.0,Subotica
TXN-10349,2025-05-24 21:00:00,CAT_ELEC-148,223.79$,4.0,4.2,38.0,Subotica
TXN-10350,2025-10-30 05:00:00,CAT_HOME-473, $390.81 ,1.0,3.0,23.0,Niš
TXN-10351,2025-02-17 08:00:00,CAT_BEAUTY-845, $442.44 ,1.0,4.2,52.0,Novi Sad
TXN-10352,2025-04-04 02:00:00,CAT_CLOTH-934,$159.68,2.0,4.4,51.0,Kragujevac
TXN-10353,,CAT_ELEC-306, $343.7 ,1.0,4.8,32.0,Novi Sad
TXN-10354,2025-10-17 23:00:00,CAT_CLOTH-433, $442.21 ,1.0,1.0,39.0,Zrenjanin
TXN-10355,2025-11-01 14:00:00,CAT_ELEC-584, $309.36 ,1.0,1.9,26.0,Kragujevac
TXN-10356,2025-07-13 00:00:00,CAT_BOOKS-361,,5.0,,25.0,Novi Sad
TXN-10357,2025-05-12 21:00:00,CAT_CLOTH-413,371.68$,1.0,4.3,50.0,Niš
TXN-10358,2025-02-10 10:00:00,CAT_HOME-744, $82.67 ,10.0,4.0,63.0,Subotica
TXN-10359,2025-03-05 22:00:00,CAT_HOME-525, $119.19 ,1.0,1.2,28.0,Kragujevac
TXN-10360,NEVAŽEĆI_DATUM,CAT_ELEC-250,$123.35,1.0,4.8,28.0,Beograd
TXN-10361,2025-06-16 13:00:00,CAT_HOME-855,413.96,1.0,4.9,31.0,Niš
TXN-10362,2025-05-08 16:00:00,CAT_CLOTH-424,320.0,2.0,3.8,34.0,Zrenjanin
TXN-10363,2025-01-22 15:00:00,CAT_BOOKS-861,474.65,5.0,3.9,31.0,Beograd
TXN-10364,2025-03-11 13:00:00,CAT_BOOKS-531,249.03$,1.0,3.5,55.0,Niš
TXN-10365,2025-12-10 20:00:00,CAT_ELEC-501,$26.0,10.0,1.5,31.0,Kragujevac
TXN-10366,2025-11-17 09:00:00,CAT_BEAUTY-212,460.95,5.0,1.7,66.0,Zrenjanin
TXN-10367,2025-02-07 15:00:00,CAT_CLOTH-396,$267.31,1.0,2.7,50.0,Novi Sad
TXN-10368,2025-05-12 15:00:00,CAT_BOOKS-875,,4.0,3.2,32.0,Beograd
TXN-10369,2025-06-13 18:00:00,CAT_CLOTH-443, $464.67 ,1.0,2.5,59.0,Zrenjanin
TXN-10370,2025-05-07 08:00:00,CAT_CLOTH-350,,1.0,4.3,50.0,Novi Sad
TXN-10371,2025-07-29 23:00:00,CAT_BOOKS-578,457.42,2.0,2.0,53.0,Subotica
TXN-10372,2025-04-17 12:00:00,CAT_ELEC-174,435.31$,1.0,2.8,45.0,Novi Sad
TXN-10373,2025-09-24 22:00:00,CAT_BOOKS-801, $481.3 ,1.0,4.5,53.0,Kragujevac
TXN-10374,2025-07-10 03:00:00,CAT_CLOTH-374,$167.78,1.0,2.1,31.0,
TXN-10375,NEVAŽEĆI_DATUM,CAT_HOME-356, $347.75 ,5.0,4.5,25.0,Zrenjanin
TXN-10376,2025-11-21 12:00:00,CAT_ELEC-972,,1.0,2.1,64.0,Novi Sad
TXN-10377,2025-06-02 10:00:00,CAT_BOOKS-517, $254.35 ,2.0,2.0,49.0,Beograd
TXN-10378,2025-04-16 23:00:00,CAT_CLOTH-257,283.14$,4.0,4.3,29.0,Beograd
TXN-10379,2025-05-03 02:00:00,CAT_ELEC-804,$252.99,2.0,4.3,42.0,Beograd
TXN-10380,2025-02-03 21:00:00,CAT_BEAUTY-254,$387.35,1.0,,24.0,Beograd
TXN-10381,2025-11-10 07:00:00,CAT_ELEC-257,412.82,1.0,4.5,45.0,Beograd
TXN-10382,2025-11-14 01:00:00,CAT_CLOTH-439,$309.33,1.0,1.9,52.0,Subotica
TXN-10383,2025-06-29 05:00:00,CAT_CLOTH-379,$109.69,3.0,2.4,27.0,Zrenjanin
TXN-10384,2025-08-18 05:00:00,CAT_HOME-313,$173.57,2.0,2.6,28.0,Novi Sad
TXN-10385,2025-05-22 23:00:00,CAT_ELEC-509,459.3$,1.0,3.2,44.0,Subotica
TXN-10386,2025-03-14 17:00:00,CAT_BOOKS-205, $393.06 ,2.0,4.1,48.0,Zrenjanin
TXN-10387,2025-06-25 23:00:00,CAT_HOME-105,429.76$,1.0,2.5,37.0,Niš
TXN-10388,2025-09-09 16:00:00,CAT_BEAUTY-536,$499.2,2.0,3.6,21.0,Zrenjanin
TXN-10389,2025-06-01 09:00:00,CAT_HOME-662,74.65$,3.0,1.7,52.0,Subotica
TXN-10390,NEVAŽEĆI_DATUM,CAT_BEAUTY-704,315.23,2.0,1.7,20.0,Beograd
TXN-10391,2025-07-28 18:00:00,CAT_CLOTH-739,,1.0,4.2,51.0,
TXN-10392,2025-07-11 19:00:00,CAT_ELEC-365,79.11,1.0,3.5,49.0,Niš
TXN-10393,2025-05-06 18:00:00,CAT_BOOKS-435, $51.13 ,2.0,4.8,43.0,Novi Sad
TXN-10394,2025-12-14 01:00:00,CAT_BOOKS-444,84.42,1.0,4.5,36.0,Subotica
TXN-10395,2025-07-26 08:00:00,CAT_ELEC-391,$144.99,1.0,3.7,38.0,Novi Sad
TXN-10396,2025-03-18 19:00:00,CAT_BOOKS-480, $442.72 ,1.0,4.5,61.0,Niš
TXN-10397,2025-10-19 03:00:00,CAT_CLOTH-836,26.68$,4.0,4.2,25.0,Novi Sad
TXN-10398,2025-05-09 10:00:00,CAT_ELEC-449,$488.63,2.0,4.7,58.0,Zrenjanin
TXN-10399,2025-06-01 14:00:00,CAT_ELEC-473,355.02,2.0,2.0,60.0,Novi Sad
TXN-10400,2025-12-31 21:00:00,CAT_HOME-814,363.6$,5.0,3.0,34.0,Subotica
TXN-10401,2025-03-04 10:00:00,CAT_HOME-247,442.75$,4.0,3.6,24.0,Niš
TXN-10402,2025-06-06 21:00:00,CAT_ELEC-755,480.6$,1.0,3.7,23.0,Beograd
TXN-10403,2025-11-29 22:00:00,CAT_HOME-949,393.23$,1.0,3.7,58.0,Subotica
TXN-10404,2025-10-28 03:00:00,CAT_HOME-403,476.25,5.0,1.8,62.0,Beograd
TXN-10405,2025-04-07 04:00:00,CAT_HOME-853,60.4$,1.0,2.5,26.0,Novi Sad
TXN-10406,2025-09-10 11:00:00,CAT_BEAUTY-219,440.33$,2.0,1.8,65.0,Zrenjanin
TXN-10407,2025-09-04 02:00:00,CAT_CLOTH-255, $337.11 ,1.0,3.1,31.0,
TXN-10408,2025-08-24 11:00:00,CAT_BEAUTY-342,305.44$,1.0,3.9,38.0,Novi Sad
TXN-10409,2025-11-17 12:00:00,CAT_ELEC-712,55.07,1.0,2.4,54.0,Subotica
TXN-10410,2025-01-18 08:00:00,CAT_HOME-948,$215.03,2.0,4.7,68.0,Kragujevac
TXN-10411,2025-02-15 12:00:00,CAT_HOME-208,118.34$,1.0,4.5,38.0,Beograd
TXN-10412,2025-09-30 16:00:00,CAT_ELEC-583,167.56$,2.0,3.3,53.0,Beograd
TXN-10413,2025-12-09 11:00:00,CAT_HOME-617,313.79,1.0,3.9,32.0,Kragujevac
TXN-10414,2025-01-21 13:00:00,CAT_HOME-198,230.44$,4.0,3.7,29.0,Subotica
TXN-10415,2025-05-29 16:00:00,CAT_HOME-595, $367.17 ,4.0,1.3,35.0,Novi Sad
TXN-10416,2025-12-28 18:00:00,CAT_ELEC-794,81.42$,1.0,1.4,51.0,Novi Sad
TXN-10417,2025-12-19 23:00:00,CAT_BOOKS-273, $219.65 ,2.0,5.0,50.0,Novi Sad
TXN-10418,2025-11-30 21:00:00,CAT_ELEC-876,143.44,2.0,1.5,23.0,Beograd
TXN-10419,2025-04-26 18:00:00,CAT_ELEC-952,$413.66,1.0,1.5,67.0,Beograd
TXN-10420,2025-09-11 14:00:00,CAT_HOME-769, $312.45 ,2.0,2.3,39.0,Beograd
TXN-10421,2025-03-27 00:00:00,CAT_BEAUTY-584,$131.67,1.0,2.0,68.0,Niš
TXN-10422,2025-01-02 03:00:00,CAT_CLOTH-246, $446.48 ,1.0,3.9,63.0,Zrenjanin
TXN-10423,2025-07-22 10:00:00,CAT_HOME-823,$425.8,1.0,1.1,30.0,Kragujevac
TXN-10424,2025-01-13 20:00:00,CAT_BOOKS-568, $436.9 ,3.0,3.5,24.0,Beograd
TXN-10425,2025-12-15 04:00:00,CAT_CLOTH-434,120.62$,1.0,3.6,40.0,Subotica
TXN-10426,2025-04-16 17:00:00,CAT_CLOTH-512,$76.08,1.0,3.3,32.0,Novi Sad
TXN-10427,2025-08-22 22:00:00,CAT_CLOTH-513,,2.0,3.7,30.0,Novi Sad
TXN-10428,2025-03-17 13:00:00,CAT_BOOKS-538,$203.89,2.0,1.2,25.0,Niš
TXN-10429,2025-03-29 02:00:00,CAT_HOME-780, $135.09 ,4.0,2.9,23.0,Kragujevac
TXN-10430,2025-07-17 23:00:00,CAT_ELEC-941,$24.15,2.0,4.0,64.0,Zrenjanin
TXN-10431,2025-11-08 22:00:00,CAT_ELEC-267,265.72$,2.0,3.6,38.0,Zrenjanin
TXN-10432,2025-09-27 15:00:00,CAT_BOOKS-677, $229.26 ,2.0,2.2,39.0,Subotica
TXN-10433,2025-07-06 11:00:00,CAT_BOOKS-573, $31.28 ,10.0,2.9,24.0,Novi Sad
TXN-10434,2025-02-07 22:00:00,CAT_BEAUTY-322,$166.37,1.0,1.8,27.0,Zrenjanin
TXN-10435,2025-11-01 05:00:00,CAT_BOOKS-732,343.21,1.0,3.2,46.0,Beograd
TXN-10436,2025-09-17 09:00:00,CAT_BEAUTY-213,338.02,1.0,3.0,57.0,Beograd
TXN-10437,2025-11-26 11:00:00,CAT_ELEC-140,,2.0,1.6,45.0,Niš
TXN-10438,2025-01-31 05:00:00,CAT_HOME-254,$45.14,3.0,4.5,20.0,Novi Sad
TXN-10439,2025-08-12 06:00:00,CAT_BOOKS-960,,1.0,4.9,49.0,Beograd
TXN-10440,2025-10-15 00:00:00,CAT_CLOTH-240,469.43,1.0,4.4,50.0,Kragujevac
TXN-10441,2025-01-18 15:00:00,CAT_CLOTH-452, $14.66 ,3.0,,48.0,Niš
TXN-10442,2025-06-29 15:00:00,CAT_CLOTH-940,299.41$,1.0,2.1,23.0,Zrenjanin
TXN-10443,2025-05-29 13:00:00,CAT_HOME-107,,1.0,4.0,22.0,Zrenjanin
TXN-10444,2025-08-13 22:00:00,CAT_ELEC-662,366.21$,1.0,1.9,42.0,Kragujevac
TXN-10445,2025-10-09 19:00:00,CAT_BEAUTY-271,33.71,3.0,4.2,58.0,Kragujevac
TXN-10446,2025-08-14 04:00:00,CAT_CLOTH-640,,1.0,1.7,69.0,
TXN-10447,2025-08-26 23:00:00,CAT_HOME-436,112.48,2.0,3.8,22.0,Niš
TXN-10448,2025-06-18 22:00:00,CAT_HOME-794, $377.18 ,1.0,1.1,38.0,Kragujevac
TXN-10449,2025-04-18 06:00:00,CAT_BEAUTY-850,414.39$,1.0,1.4,28.0,Niš
TXN-10450,2025-02-04 19:00:00,CAT_HOME-943,292.51,2.0,1.5,55.0,Kragujevac
TXN-10451,,CAT_CLOTH-477,$177.72,1.0,4.6,53.0,Subotica
TXN-10452,2025-04-18 17:00:00,CAT_HOME-925,477.6$,2.0,4.2,62.0,Niš
TXN-10453,2025-10-08 12:00:00,CAT_BOOKS-144,356.3,1.0,4.6,31.0,Kragujevac
TXN-10454,2025-05-09 00:00:00,CAT_BEAUTY-648,,1.0,4.0,69.0,Novi Sad
TXN-10455,2025-09-13 03:00:00,CAT_ELEC-378,218.51,1.0,4.6,19.0,Subotica
TXN-10456,2025-06-12 01:00:00,CAT_BEAUTY-353, $22.34 ,4.0,2.1,45.0,Zrenjanin
TXN-10457,2025-02-07 02:00:00,CAT_HOME-237,12.73,5.0,2.3,34.0,Subotica
TXN-10458,2025-11-22 19:00:00,CAT_HOME-872,154.08$,1.0,1.8,45.0,Subotica
TXN-10459,2025-09-27 21:00:00,CAT_BEAUTY-140,$132.55,3.0,1.7,52.0,Beograd
TXN-10460,2025-07-15 23:00:00,CAT_HOME-199,134.07$,4.0,3.5,28.0,Beograd
TXN-10461,2025-10-22 08:00:00,CAT_ELEC-440,227.5$,2.0,1.4,39.0,Beograd
TXN-10462,2025-07-28 10:00:00,CAT_BOOKS-356,150.02$,2.0,1.4,46.0,Novi Sad
TXN-10463,2025-12-27 05:00:00,CAT_HOME-547, $370.41 ,2.0,4.8,59.0,Kragujevac
TXN-10464,2025-06-24 09:00:00,CAT_HOME-658,17.18$,4.0,4.9,31.0,Subotica
TXN-10465,2025-04-28 21:00:00,CAT_CLOTH-855,$171.94,2.0,1.3,60.0,Niš
TXN-10466,2025-09-21 01:00:00,CAT_BOOKS-797, $13.81 ,1.0,3.0,29.0,Kragujevac
TXN-10467,2025-07-15 19:00:00,CAT_ELEC-976,$372.64,1.0,1.1,44.0,Niš
TXN-10468,2025-09-17 06:00:00,CAT_ELEC-990, $137.95 ,1.0,2.4,57.0,Kragujevac
TXN-10469,2025-01-06 23:00:00,CAT_BOOKS-381,$91.17,1.0,1.5,48.0,Novi Sad
TXN-10470,2025-06-17 10:00:00,CAT_CLOTH-258,500.0$,1.0,1.1,55.0,Beograd
TXN-10471,2025-01-21 18:00:00,CAT_HOME-738,463.06$,2.0,2.7,61.0,Zrenjanin
TXN-10472,2025-02-11 14:00:00,CAT_BEAUTY-775, $262.45 ,2.0,1.9,59.0,Beograd
TXN-10473,2025-08-15 07:00:00,CAT_HOME-755,403.07$,1.0,2.9,65.0,Subotica
TXN-10474,2025-11-24 12:00:00,CAT_BOOKS-420,367.88$,1.0,2.2,53.0,Beograd
TXN-10475,2025-04-26 02:00:00,CAT_CLOTH-204, $185.04 ,1.0,1.2,58.0,Zrenjanin
TXN-10476,2025-07-01 12:00:00,CAT_BEAUTY-431,110.3,2.0,3.2,36.0,Novi Sad
TXN-10477,2025-04-10 10:00:00,CAT_BEAUTY-862,68.6,1.0,2.8,35.0,Kragujevac
TXN-10478,2025-03-28 04:00:00,CAT_CLOTH-444,$373.8,2.0,4.2,39.0,Kragujevac
TXN-10479,2025-10-03 02:00:00,CAT_ELEC-867,431.73,1.0,4.0,36.0,Zrenjanin
TXN-10480,2025-02-01 05:00:00,CAT_CLOTH-854,59.66,1.0,3.1,37.0,Novi Sad
TXN-10481,2025-09-02 23:00:00,CAT_BOOKS-730,$262.83,1.0,1.5,36.0,Niš
TXN-10482,,CAT_BEAUTY-606,153.45,1.0,3.6,20.0,Beograd
TXN-10483,2025-12-18 06:00:00,CAT_BOOKS-966,$424.79,1.0,2.4,37.0,Niš
TXN-10484,2025-05-12 12:00:00,CAT_CLOTH-877,109.66,2.0,3.2,50.0,Kragujevac
TXN-10485,2025-12-20 14:00:00,CAT_BOOKS-414,,2.0,3.4,30.0,Beograd
TXN-10486,2025-12-04 18:00:00,CAT_CLOTH-136,35.53,1.0,4.7,38.0,Zrenjanin
TXN-10487,2025-06-07 23:00:00,CAT_CLOTH-367,237.77,1.0,3.5,59.0,Kragujevac
TXN-10488,2025-12-13 12:00:00,CAT_ELEC-681,$350.59,1.0,4.6,40.0,Novi Sad
TXN-10489,NEVAŽEĆI_DATUM,CAT_CLOTH-188,328.61,1.0,2.5,24.0,Zrenjanin
TXN-10490,2025-03-26 13:00:00,CAT_ELEC-878, $237.67 ,1.0,3.6,62.0,Niš
TXN-10491,2025-11-29 16:00:00,CAT_ELEC-724,231.56,1.0,4.2,67.0,Novi Sad
TXN-10492,2025-06-04 10:00:00,CAT_HOME-225,287.4$,4.0,3.5,62.0,Subotica
TXN-10493,2025-11-20 06:00:00,CAT_BEAUTY-358, $144.06 ,2.0,4.0,30.0,Subotica
TXN-10494,2025-12-15 06:00:00,CAT_ELEC-215,375.35$,3.0,3.3,38.0,Subotica
TXN-10495,2025-09-02 16:00:00,CAT_ELEC-611,266.04$,1.0,3.6,51.0,Subotica
TXN-10496,2025-12-27 15:00:00,CAT_BOOKS-858,151.67$,1.0,4.6,41.0,Kragujevac
TXN-10497,2025-07-16 17:00:00,CAT_ELEC-119, $465.87 ,1.0,3.3,35.0,Beograd
TXN-10498,2025-09-03 13:00:00,CAT_HOME-762,128.85,4.0,2.3,43.0,Zrenjanin
TXN-10499,,CAT_BOOKS-962,51.52,1.0,1.4,49.0,Beograd
TXN-10500,2025-06-28 07:00:00,CAT_HOME-927, $56.31 ,1.0,2.0,40.0,Niš
TXN-10501,2025-01-18 03:00:00,CAT_CLOTH-198,134.81$,1.0,4.4,28.0,Zrenjanin
TXN-10502,2025-09-16 23:00:00,CAT_ELEC-314,67.05,1.0,3.2,45.0,Beograd
TXN-10503,2025-12-17 21:00:00,CAT_BOOKS-227,230.28,1.0,2.3,57.0,Zrenjanin
TXN-10504,2025-09-25 02:00:00,CAT_ELEC-977,250.04,2.0,1.9,53.0,Subotica
TXN-10505,2025-04-21 02:00:00,CAT_ELEC-349,273.57,1.0,2.1,35.0,Novi Sad
TXN-10506,2025-10-09 05:00:00,CAT_HOME-959,312.6$,2.0,4.8,54.0,Kragujevac
TXN-10507,2025-10-17 04:00:00,CAT_HOME-237, $234.9 ,2.0,1.0,62.0,Niš
TXN-10508,2025-03-15 07:00:00,CAT_CLOTH-133,342.12,2.0,4.2,30.0,Niš
TXN-10509,NEVAŽEĆI_DATUM,CAT_HOME-583, $116.01 ,1.0,2.5,21.0,Beograd
TXN-10510,2025-09-23 18:00:00,CAT_BEAUTY-755, $416.03 ,3.0,1.1,24.0,Niš
TXN-10511,2025-08-06 15:00:00,CAT_HOME-953,365.9,2.0,2.2,25.0,Beograd
