id,type,value,battery,date,location
129,Pritisak,14.33,32.68,2026-05-22,Tunel
129,CO2,44.85,43.66,2026-05-22,Industrijska zona
129,Temperatura,41.09,31.11,2026-03-03,Centar
129,Vlažnost,12.21,67.37,2026-04-09,Centar
129,Temperatura,29.79,98.6,2026-05-30,Most
129,Vlažnost,29.48,18.83,2026-01-04,Park
129,Temperatura,9.74,65.33,2026-01-05,Park
130,Temperatura,11.98,11.8,2026-02-06,Tunel
130,Vlažnost,22.85,77.09,2026-03-22,Park
130,CO2,35.69,39.39,2026-05-14,Industrijska zona
130,Pritisak,34.95,12.03,2026-05-07,Park
130,CO2,13.93,45.5,2026-05-03,Park
130,CO2,19.44,54.13,2026-05-01,Industrijska zona
130,Pritisak,32.14,90.68,2026-05-06,Park
130,Temperatura,31.4,99.99,2026-02-04,Tunel
130,Temperatura,10.06,39.41,2026-04-17,Park
130,Vlažnost,18.22,33.17,2026-02-17,Park
130,CO2,8.92,84.38,2026-02-24,Park
130,Temperatura,45.5,60.83,2026-02-14,Park
130,Vlažnost,13.64,15.33,2026-01-14,Tunel
130,Pritisak,25.32,13.04,2026-04-16,Most
130,Vlažnost,28.44,9.64,2026-03-07,Most
131,Vlažnost,39.07,57.28,2026-04-20,Tunel
131,CO2,26.94,46.11,2026-02-15,Park
131,Vlažnost,6.8,28.76,2026-05-10,Most
131,Temperatura,55.59,84.34,2026-04-14,Centar
131,Pritisak,0.39,9.65,2026-05-30,Park
131,Temperatura,21.7,52.04,2026-04-27,Park
131,Pritisak,11.61,81.46,2026-04-23,Park
131,Vlažnost,16.37,20.78,2026-05-13,Most
131,Temperatura,27.67,70.17,2026-05-31,Most
131,CO2,36.63,36.68,2026-03-16,Industrijska zona
131,Vlažnost,6.47,38.45,2026-02-16,Industrijska zona
131,Vlažnost,56.35,63.79,2026-04-04,Industrijska zona
131,CO2,36.78,44.21,2026-04-23,Centar
131,Temperatura,39.41,97.95,2026-02-17,Industrijska zona
131,Vlažnost,19.87,53.43,2026-01-18,Tunel
131,Vlažnost,40.11,6.83,2026-04-23,Centar
131,Temperatura,26.68,81.93,2026-03-06,Centar
131,Pritisak,36.75,38.0,2026-01-24,Centar
131,CO2,2.61,17.92,2026-04-15,Industrijska zona
131,Temperatura,19.51,97.51,2026-01-19,Industrijska zona
131,CO2,29.18,51.53,2026-01-18,Tunel
131,CO2,25.44,23.74,2026-03-04,Park
131,Vlažnost,23.53,11.28,2026-04-26,Centar
131,CO2,7.33,11.23,2026-04-15,Industrijska zona
131,Vlažnost,25.52,60.2,2026-05-02,Tunel
131,Pritisak,46.29,16.66,2026-05-26,Most
131,CO2,6.63,6.39,2026-04-13,Tunel
131,CO2,35.04,26.95,2026-03-18,Park
132,CO2,17.63,22.44,2026-03-17,Most
132,Pritisak,32.9,24.74,2026-02-02,Industrijska zona
132,CO2,15.56,28.47,2026-03-14,Industrijska zona
132,Vlažnost,37.48,14.28,2026-04-27,Park
132,Pritisak,6.44,7.25,2026-03-08,Tunel
132,Temperatura,36.1,11.95,2026-04-07,Most
132,Pritisak,15.29,70.42,2026-01-10,Most
132,Pritisak,9.49,22.48,2026-02-23,Tunel
132,Temperatura,9.46,62.78,2026-04-06,Most
132,Vlažnost,28.39,49.88,2026-03-08,Centar
132,Temperatura,44.44,65.39,2026-02-07,Centar
132,Pritisak,14.4,36.55,2026-01-01,Most
132,CO2,16.26,98.05,2026-03-19,Centar
132,CO2,23.71,52.52,2026-04-01,Centar
132,CO2,37.67,23.33,2026-05-09,Most
133,Vlažnost,47.5,59.15,2026-01-12,Most
133,Temperatura,38.86,17.18,2026-05-07,Most
133,CO2,29.03,26.6,2026-03-04,Centar
133,CO2,42.29,60.57,2026-01-12,Park
133,Pritisak,43.4,8.97,2026-01-12,Centar
133,CO2,32.8,59.8,2026-03-19,Tunel
133,Temperatura,18.59,45.15,2026-03-16,Park
133,Temperatura,36.1,90.57,2026-02-20,Tunel
133,Temperatura,27.62,46.74,2026-03-05,Park
133,Pritisak,38.48,84.95,2026-05-29,Centar
133,Temperatura,38.01,58.45,2026-05-13,Most
133,CO2,12.27,8.42,2026-05-31,Park
133,Pritisak,21.82,35.05,2026-05-24,Park
133,Pritisak,32.94,32.34,2026-05-09,Industrijska zona
133,Temperatura,40.76,6.72,2026-03-24,Tunel
133,Vlažnost,5.52,61.32,2026-04-24,Most
133,CO2,28.92,84.72,2026-04-02,Industrijska zona
133,Vlažnost,10.72,86.22,2026-05-14,Centar
133,Vlažnost,16.11,28.87,2026-01-30,Most
133,Pritisak,6.22,67.01,2026-03-15,Park
133,Pritisak,27.69,79.84,2026-01-20,Tunel
134,Temperatura,24.3,80.86,2026-03-17,Most
134,Temperatura,34.84,99.45,2026-03-13,Most
134,Temperatura,15.23,49.71,2026-03-25,Industrijska zona
134,CO2,56.39,31.65,2026-01-05,Tunel
134,Vlažnost,38.59,48.57,2026-04-22,Park
134,Vlažnost,5.04,66.5,2026-01-07,Centar
134,Pritisak,43.03,72.45,2026-01-06,Park
134,Temperatura,0.19,96.02,2026-01-01,Most
134,Vlažnost,14.43,16.29,2026-03-10,Tunel
134,Vlažnost,41.85,79.57,2026-04-12,Centar
134,Temperatura,9.12,45.47,2026-05-07,Centar
134,Pritisak,40.07,13.14,2026-03-18,Tunel
134,Pritisak,40.07,26.18,2026-03-01,Industrijska zona
134,Vlažnost,29.73,25.76,2026-05-14,Most
134,Pritisak,39.45,92.2,2026-03-17,Park
134,Vlažnost,35.47,41.22,2026-01-05,Most
134,Pritisak,20.57,42.72,2026-03-25,Industrijska zona
134,Vlažnost,39.08,10.56,2026-05-30,Tunel
134,CO2,35.2,30.61,2026-03-04,Most
134,Pritisak,24.62,87.55,2026-01-04,Most
134,Temperatura,24.22,96.23,2026-04-14,Tunel
134,Temperatura,25.17,94.08,2026-04-04,Most
134,Temperatura,16.37,11.63,2026-04-06,Park
134,Pritisak,60.88,94.6,2026-04-22,Park
135,Temperatura,15.01,51.59,2026-01-09,Tunel
135,Pritisak,21.44,1.27,2026-04-20,Park
135,Pritisak,0.82,47.43,2026-01-30,Industrijska zona
135,Temperatura,9.77,14.55,2026-05-12,Park
135,Pritisak,26.98,25.01,2026-05-21,Park
135,Temperatura,34.32,36.29,2026-03-25,Park
135,Pritisak,38.34,43.66,2026-05-15,Centar
135,Vlažnost,35.74,32.07,2026-03-15,Park
135,Pritisak,21.99,37.29,2026-01-21,Industrijska zona
135,Temperatura,17.0,64.22,2026-03-29,Tunel
135,Temperatura,27.93,50.36,2026-05-20,Industrijska zona
135,Pritisak,24.38,12.17,2026-04-06,Park
135,Temperatura,41.12,33.22,2026-02-27,Centar
135,Temperatura,18.7,22.18,2026-02-16,Industrijska zona
135,Vlažnost,39.5,15.25,2026-03-13,Tunel
135,Temperatura,29.87,3.57,2026-05-08,Industrijska zona
135,CO2,34.36,72.4,2026-01-10,Centar
135,Pritisak,21.16,24.84,2026-04-21,Tunel
136,Temperatura,42.57,85.98,2026-01-26,Centar
136,Pritisak,36.53,50.79,2026-04-30,Industrijska zona
136,Temperatura,4.74,43.22,2026-02-02,Most
136,Pritisak,18.49,40.32,2026-05-28,Tunel
136,Vlažnost,23.57,78.16,2026-02-12,Most
136,Vlažnost,32.36,71.34,2026-03-22,Industrijska zona
136,Temperatura,34.08,65.57,2026-02-02,Tunel
136,Pritisak,35.29,98.2,2026-01-14,Most
136,CO2,29.47,91.63,2026-03-06,Park
136,Pritisak,40.25,8.44,2026-01-31,Centar
136,CO2,25.51,46.25,2026-04-10,Most
136,CO2,25.41,15.71,2026-05-27,Centar
136,Pritisak,26.83,40.75,2026-03-20,Most
136,CO2,29.17,12.24,2026-04-16,Tunel
137,Temperatura,4.53,84.48,2026-01-27,Most
137,Temperatura,50.33,30.53,2026-03-07,Centar
137,Vlažnost,12.28,49.39,2026-03-17,Most
137,CO2,45.73,82.5,2026-02-22,Industrijska zona
137,Vlažnost,13.09,22.95,2026-01-01,Park
137,Temperatura,68.19,2.29,2026-01-14,Tunel
137,Temperatura,28.3,75.1,2026-03-08,Most
137,CO2,43.56,71.99,2026-03-15,Centar
137,Pritisak,31.71,11.27,2026-02-22,Most
137,Vlažnost,35.98,24.9,2026-02-24,Industrijska zona
137,Vlažnost,27.7,73.64,2026-02-19,Industrijska zona
137,Temperatura,46.21,34.62,2026-05-16,Park
137,Vlažnost,17.71,37.82,2026-04-12,Centar
137,Temperatura,18.56,76.59,2026-04-29,Tunel
137,CO2,23.73,22.83,2026-03-03,Centar
137,CO2,45.95,38.0,2026-01-27,Tunel
137,CO2,19.73,38.64,2026-05-09,Centar
137,CO2,21.98,73.63,2026-03-16,Park
137,Temperatura,9.23,43.81,2026-01-23,Centar
137,CO2,51.01,40.42,2026-01-22,Centar
137,Vlažnost,24.56,16.52,2026-02-24,Park
137,Pritisak,38.08,63.09,2026-01-02,Park
137,Pritisak,22.04,32.83,2026-01-02,Tunel
138,Temperatura,22.56,30.53,2026-05-19,Centar
138,CO2,35.85,86.28,2026-01-14,Tunel
138,Pritisak,14.8,66.07,2026-03-29,Park
138,Pritisak,16.75,15.31,2026-01-20,Park
138,Temperatura,19.63,92.19,2026-01-07,Centar
138,CO2,40.07,58.28,2026-04-30,Tunel
138,CO2,29.35,81.66,2026-05-20,Most
138,CO2,38.63,8.57,2026-01-20,Most
138,Temperatura,23.4,88.31,2026-01-04,Tunel
138,Vlažnost,18.91,30.39,2026-02-09,Centar
138,CO2,4.14,63.34,2026-02-17,Park
138,Pritisak,36.78,67.38,2026-05-07,Most
138,Temperatura,8.84,54.68,2026-02-17,Park
138,Pritisak,23.39,36.88,2026-03-27,Most
138,Temperatura,46.87,60.0,2026-01-18,Park
138,Vlažnost,42.99,38.81,2026-03-01,Most
138,CO2,17.27,54.17,2026-04-08,Park
138,Temperatura,23.31,74.54,2026-05-30,Centar
138,Pritisak,16.37,88.76,2026-03-06,Centar
139,Temperatura,2.96,95.6,2026-04-29,Industrijska zona
139,CO2,32.89,29.38,2026-03-27,Centar
139,CO2,40.11,55.51,2026-03-10,Centar
139,Vlažnost,3.39,65.77,2026-05-24,Most
139,CO2,4.07,65.81,2026-04-23,Tunel
139,Pritisak,29.54,87.64,2026-04-01,Tunel
139,Pritisak,25.1,13.71,2026-04-05,Industrijska zona
139,CO2,27.94,10.07,2026-02-15,Industrijska zona
139,CO2,35.58,35.17,2026-02-03,Tunel
139,Pritisak,1.49,0.03,2026-05-07,Centar
139,Pritisak,21.62,37.25,2026-03-07,Tunel
139,Vlažnost,19.39,72.09,2026-01-20,Tunel
139,Temperatura,23.53,7.43,2026-03-18,Tunel
139,Temperatura,20.04,1.65,2026-05-27,Industrijska zona
139,Temperatura,43.02,39.59,2026-05-21,Park
139,Pritisak,41.98,18.31,2026-04-08,Tunel
139,Temperatura,2.56,77.31,2026-05-03,Park
139,Pritisak,29.35,48.55,2026-02-18,Tunel
139,Vlažnost,19.6,29.87,2026-02-15,Centar
139,Vlažnost,14.04,12.3,2026-05-03,Park
140,CO2,50.27,91.4,2026-01-06,Park
140,Temperatura,36.22,36.85,2026-01-26,Industrijska zona
140,Vlažnost,19.16,19.25,2026-01-13,Most
140,Vlažnost,33.22,45.83,2026-03-10,Industrijska zona
140,CO2,34.16,29.92,2026-03-28,Park
140,Pritisak,13.87,76.17,2026-03-29,Centar
140,Temperatura,30.03,83.33,2026-04-02,Tunel
140,Temperatura,31.72,14.76,2026-05-11,Tunel
140,Pritisak,27.56,11.82,2026-02-17,Centar
140,Temperatura,31.72,50.74,2026-05-24,Centar
140,Pritisak,16.47,73.69,2026-04-24,Industrijska zona
140,Temperatura,25.19,57.44,2026-03-17,Tunel
140,Pritisak,16.56,1.68,2026-04-03,Tunel
140,Pritisak,32.19,38.97,2026-01-16,Centar
140,Pritisak,34.04,3.88,2026-01-12,Park
140,Pritisak,22.28,59.53,2026-02-20,Tunel
140,Pritisak,31.72,41.36,2026-02-17,Tunel
140,Pritisak,25.8,68.05,2026-03-28,Tunel
140,Vlažnost,8.79,55.14,2026-02-21,Centar
140,Temperatura,31.26,36.59,2026-04-07,Industrijska zona
140,Vlažnost,29.05,65.69,2026-04-22,Centar
140,Vlažnost,27.28,34.07,2026-02-14,Industrijska zona
140,Pritisak,37.15,15.47,2026-04-07,Tunel
141,Temperatura,36.45,46.29,2026-05-18,Park
141,CO2,23.21,47.65,2026-03-21,Park
141,Temperatura,40.22,2.82,2026-04-22,Park
141,CO2,24.03,32.7,2026-04-03,Centar
141,Vlažnost,24.19,38.55,2026-04-01,Most
141,Pritisak,23.54,16.72,2026-04-23,Tunel
141,Pritisak,66.58,91.36,2026-01-08,Most
141,Vlažnost,19.14,58.81,2026-01-28,Park
141,Temperatura,30.68,13.31,2026-05-15,Industrijska zona
141,CO2,24.21,88.53,2026-03-06,Tunel
141,CO2,3.03,38.35,2026-03-10,Tunel
141,Temperatura,28.28,28.33,2026-03-23,Centar
141,Temperatura,18.0,8.0,2026-02-07,Park
141,Temperatura,14.32,31.52,2026-03-23,Most
141,Pritisak,35.91,39.89,2026-02-24,Industrijska zona
141,Temperatura,29.74,65.21,2026-05-29,Centar
141,Pritisak,38.16,46.89,2026-03-22,Tunel
141,Vlažnost,29.79,37.34,2026-01-20,Centar
142,Temperatura,42.49,29.26,2026-01-28,Most
142,Pritisak,10.53,79.14,2026-05-18,Tunel
142,Pritisak,7.56,75.17,2026-02-12,Industrijska zona
142,Temperatura,28.06,67.85,2026-03-28,Industrijska zona
142,CO2,5.77,1.25,2026-05-31,Centar
142,CO2,41.02,11.92,2026-03-04,Park
142,Pritisak,37.13,36.03,2026-04-13,Industrijska zona
142,Vlažnost,31.86,99.21,2026-05-09,Most
142,CO2,28.26,69.58,2026-01-22,Park
142,Pritisak,21.32,85.17,2026-04-13,Industrijska zona
142,Vlažnost,60.93,79.15,2026-01-05,Park
142,CO2,39.84,53.14,2026-01-29,Most
142,Temperatura,27.81,81.36,2026-01-07,Park
142,Pritisak,14.54,44.82,2026-01-29,Tunel
143,Vlažnost,39.77,5.83,2026-05-24,Tunel
143,Pritisak,44.0,42.64,2026-02-11,Industrijska zona
143,Pritisak,53.51,19.53,2026-05-06,Park
143,CO2,18.15,93.61,2026-05-22,Centar
143,Vlažnost,42.76,44.25,2026-05-29,Tunel
143,Vlažnost,21.84,29.5,2026-04-18,Most
143,Temperatura,28.01,71.34,2026-04-19,Tunel
143,Temperatura,39.35,0.02,2026-01-18,Park
143,CO2,43.56,82.29,2026-02-03,Tunel
143,Vlažnost,8.2,30.53,2026-01-29,Tunel
143,Vlažnost,18.1,37.91,2026-04-30,Industrijska zona
143,Vlažnost,19.5,67.54,2026-05-16,Tunel
144,Temperatura,48.73,14.12,2026-02-28,Most
144,Pritisak,1.53,9.62,2026-03-04,Centar
144,CO2,13.99,74.0,2026-05-21,Industrijska zona
144,Temperatura,32.2,27.02,2026-04-23,Centar
144,Pritisak,59.63,68.7,2026-04-28,Park
144,CO2,17.49,54.06,2026-03-28,Industrijska zona
144,CO2,7.81,51.69,2026-04-17,Most
144,Pritisak,45.95,23.36,2026-05-19,Tunel
144,CO2,9.25,82.2,2026-01-23,Tunel
144,Temperatura,15.12,47.73,2026-02-23,Industrijska zona
144,CO2,28.24,25.23,2026-02-28,Industrijska zona
144,Vlažnost,8.88,51.41,2026-02-23,Tunel
144,Temperatura,26.89,89.51,2026-03-05,Park
144,CO2,15.01,35.8,2026-01-25,Centar
144,Pritisak,34.88,26.29,2026-01-03,Centar
144,CO2,16.49,18.64,2026-02-08,Park
144,Vlažnost,7.13,73.01,2026-05-16,Industrijska zona
144,Vlažnost,1.67,61.77,2026-01-25,Industrijska zona
145,Temperatura,36.03,59.37,2026-03-08,Park
145,Vlažnost,36.35,63.18,2026-05-06,Most
145,Temperatura,21.93,67.17,2026-03-10,Tunel
145,Vlažnost,35.04,0.08,2026-03-02,Park
145,Pritisak,21.46,38.18,2026-04-04,Centar
145,Temperatura,20.39,51.74,2026-02-21,Centar
145,Vlažnost,13.78,91.6,2026-03-05,Most
145,Pritisak,30.7,48.08,2026-04-29,Park
145,Temperatura,22.92,75.58,2026-04-21,Industrijska zona
145,Temperatura,24.02,20.72,2026-02-12,Tunel
145,Vlažnost,5.14,54.84,2026-02-24,Centar
145,CO2,42.94,31.68,2026-03-08,Tunel
145,Pritisak,18.74,44.76,2026-01-01,Tunel
145,Temperatura,27.26,4.85,2026-04-25,Industrijska zona
145,CO2,33.18,36.56,2026-04-17,Industrijska zona
145,Vlažnost,18.99,29.68,2026-02-21,Centar
145,Temperatura,41.92,71.34,2026-03-07,Tunel
145,Temperatura,25.78,44.11,2026-05-20,Tunel
145,Temperatura,38.9,34.17,2026-02-11,Industrijska zona
145,Pritisak,19.24,89.88,2026-02-01,Park
145,Vlažnost,15.67,41.45,2026-02-02,Most
145,Pritisak,14.48,46.47,2026-01-11,Tunel
146,CO2,23.05,41.4,2026-01-28,Park
146,Vlažnost,41.43,10.12,2026-01-24,Most
146,Temperatura,27.5,68.31,2026-01-22,Most
146,Pritisak,0.75,26.27,2026-02-13,Tunel
146,Pritisak,14.8,13.98,2026-05-29,Tunel
146,Temperatura,29.55,49.26,2026-05-05,Centar
146,CO2,29.86,66.0,2026-03-18,Tunel
146,Temperatura,29.19,79.97,2026-04-24,Tunel
146,Pritisak,48.17,99.4,2026-02-19,Park
146,Pritisak,28.81,6.08,2026-02-07,Centar
146,CO2,21.07,94.56,2026-06-01,Centar
146,CO2,57.42,70.24,2026-01-19,Most
146,Vlažnost,30.2,17.23,2026-05-10,Centar
146,Temperatura,13.92,62.19,2026-05-13,Tunel
146,Temperatura,15.27,60.7,2026-04-10,Park
146,Pritisak,28.39,96.0,2026-02-23,Park
146,CO2,26.83,54.99,2026-02-26,Centar
147,Temperatura,31.79,10.7,2026-04-03,Most
147,CO2,30.43,12.81,2026-03-30,Tunel
147,Pritisak,24.9,24.64,2026-05-30,Most
147,CO2,17.89,89.73,2026-04-16,Park
147,CO2,8.17,7.48,2026-01-25,Tunel
147,Pritisak,25.35,17.47,2026-04-29,Industrijska zona
147,Pritisak,11.4,57.41,2026-03-01,Most
147,CO2,29.04,51.5,2026-02-03,Industrijska zona
147,Vlažnost,0.15,54.1,2026-01-23,Park
147,Vlažnost,29.24,64.08,2026-02-23,Centar
147,Vlažnost,20.69,15.29,2026-01-15,Industrijska zona
147,Vlažnost,7.57,45.16,2026-02-28,Tunel
147,Vlažnost,31.16,94.6,2026-05-14,Tunel
147,Temperatura,28.38,65.86,2026-03-18,Industrijska zona
147,Pritisak,13.43,49.18,2026-02-09,Industrijska zona
147,CO2,19.56,42.84,2026-02-22,Most
147,CO2,28.08,47.76,2026-03-07,Park
147,Temperatura,8.21,69.93,2026-01-04,Most
148,CO2,26.37,88.75,2026-04-14,Most
148,Pritisak,16.94,82.24,2026-02-07,Centar
148,Temperatura,39.05,2.53,2026-01-25,Park
148,Temperatura,19.69,61.72,2026-05-16,Industrijska zona
148,Temperatura,21.02,48.43,2026-01-03,Centar
148,CO2,58.69,86.88,2026-05-05,Park
148,Pritisak,32.49,42.08,2026-01-11,Most
148,Vlažnost,26.62,92.8,2026-04-17,Tunel
148,Temperatura,40.47,95.68,2026-01-28,Tunel
148,Vlažnost,30.3,29.74,2026-03-18,Centar
149,Temperatura,46.55,76.0,2026-03-12,Most
149,CO2,51.84,61.3,2026-03-05,Tunel
149,Pritisak,20.5,18.24,2026-05-05,Most
149,Pritisak,18.72,99.02,2026-03-07,Industrijska zona
149,CO2,18.7,75.63,2026-03-11,Most
149,Temperatura,58.6,73.24,2026-05-02,Tunel
