ID_Porudzbine,Datum,Proizvod,Kategorija,Kolicina,Prodajna_Cena,Nabavna_Cena,Grad
ORD_10279,2026-03-23,Slusalice ANC,Periferije,2.0,111.01 RSD,50,Novi Sad
ORD_10280,2025-12-31,Dell Monitor 27,Elektronika,1.0,308.4 RSD,180,Novi Sad
ORD_10281,2025-05-20,HP Pavilion Gaming,Elektronika,2.0,871.72 RSD,680,Nis
ORD_10282,2026-02-23,HP Pavilion Gaming,Elektronika,2.0,878.86 RSD,680,Subotica
ORD_10283,2025-07-22,Mehanicka Tastatura,Periferije,1.0,69.5 RSD,35,Subotica
ORD_10284,2025-01-15,Kancelarijska Stolica,Namestaj,2.0,144.85 RSD,70,
ORD_10285,2025-03-12,Kancelarijska Stolica,Namestaj,2.0,128.58,70,Nis
ORD_10286,2025-08-18,iPhone 15 Pro,Elektronika,4.0,1131.74 RSD,850,Subotica
ORD_10287,2026-03-04,Radni Sto Podesivi,Namestaj,2.0,239.63 RSD,120,Kragujevac
ORD_10288,2025-02-26,Dell Monitor 27,Elektronika,4.0,272.19 RSD,180,Subotica
ORD_10289,2025-08-03,Laptop ASUS ZenBook,Elektronika,2.0,1064.98 RSD,750,Subotica
ORD_10290,2025-11-02,HP Pavilion Gaming,Elektronika,4.0,813.3 RSD,680,Kragujevac
ORD_10291,2025-05-30,Samsung S24 Ultra,Elektronika,2.0,1114.71 RSD,900,Beograd
ORD_10292,2025-04-06,Slusalice ANC,Periferije,4.0,111.6 RSD,50,Novi Sad
ORD_10293,2025-10-06,HP Pavilion Gaming,Elektronika,5.0,875.94 RSD,680,Kragujevac
ORD_10294,2026-03-24,Laptop ASUS ZenBook,Elektronika,4.0,962.95 RSD,750,Novi Sad
ORD_10295,2025-07-02,Radni Sto Podesivi,Namestaj,1.0,238.61 RSD,120,
ORD_10296,2026-01-12,HP Pavilion Gaming,Elektronika,5.0,953.8 RSD,680,Novi Sad
ORD_10297,2026-02-21,Dell Monitor 27,Elektronika,3.0,267.95 RSD,180,
ORD_10298,2025-11-20,Gaming Mis RGB,Periferije,4.0,48.73 RSD,20,
ORD_10299,2025-05-31,Gaming Mis RGB,Periferije,1.0,43.35 RSD,20,Subotica
ORD_10300,2025-09-21,Kancelarijska Stolica,Namestaj,3.0,129.05 RSD,70,Nis
ORD_10301,2026-01-21,Radni Sto Podesivi,Namestaj,1.0,239.07 RSD,120,Subotica
ORD_10302,2025-03-05,Kancelarijska Stolica,Namestaj,3.0,143.72 RSD,70,Nis
ORD_10303,2025-06-23,Gaming Mis RGB,Periferije,4.0,48.87 RSD,20,Nis
ORD_10304,2025-05-17,Kancelarijska Stolica,Namestaj,5.0,149.28 RSD,70,Subotica
ORD_10305,2026-02-26,Mehanicka Tastatura,Periferije,5.0,83.61 RSD,35,Subotica
ORD_10306,2025-12-05,HP Pavilion Gaming,Elektronika,3.0,905.6 RSD,680,
ORD_10307,2025-12-20,Mehanicka Tastatura,Periferije,2.0,73.17 RSD,35,
ORD_10308,2025-08-11,Kancelarijska Stolica,Namestaj,5.0,151.36 RSD,70,Subotica
ORD_10309,2025-07-06,HP Pavilion Gaming,Elektronika,4.0,858.96 RSD,680,Beograd
ORD_10310,2026-03-11,Laptop ASUS ZenBook,Elektronika,2.0,1031.57 RSD,750,Subotica
ORD_10311,2025-05-01,iPhone 15 Pro,Elektronika,1.0,1038.83 RSD,850,Nis
ORD_10312,2025-11-06,Slusalice ANC,Periferije,1.0,94.06 RSD,50,Novi Sad
ORD_10313,2026-01-26,Kancelarijska Stolica,Namestaj,4.0,156.38,70,Novi Sad
ORD_10314,2025-11-29,Mehanicka Tastatura,Periferije,3.0,81.38 RSD,35,Subotica
ORD_10315,2025-09-23,iPhone 15 Pro,Elektronika,4.0,1187.03 RSD,850,Novi Sad
ORD_10316,2025-04-20,Radni Sto Podesivi,Namestaj,4.0,232.95 RSD,120,Nis
ORD_10317,2025-03-11,Samsung S24 Ultra,Elektronika,1.0,1150.06 RSD,900,
ORD_10318,2026-02-19,Gaming Mis RGB,Periferije,1.0,44.06 RSD,20,Novi Sad
ORD_10319,2025-10-09,Kancelarijska Stolica,Namestaj,1.0,135.01 RSD,70,Beograd
ORD_10320,2025-09-18,iPhone 15 Pro,Elektronika,3.0,1151.81 RSD,850,Beograd
ORD_10321,2025-01-14,Samsung S24 Ultra,Elektronika,4.0,1290.79 RSD,900,Nis
ORD_10322,2025-11-10,Dell Monitor 27,Elektronika,2.0,294.61 RSD,180,Nis
ORD_10323,2025-07-30,Gaming Mis RGB,Periferije,5.0,45.3 RSD,20,Subotica
ORD_10324,2025-11-25,iPhone 15 Pro,Elektronika,3.0,1249.17,850,Kragujevac
ORD_10325,2026-03-26,Kancelarijska Stolica,Namestaj,2.0,149.64 RSD,70,Kragujevac
ORD_10326,2025-08-10,iPhone 15 Pro,Elektronika,2.0,1153.04 RSD,850,Subotica
ORD_10327,2025-06-05,Dell Monitor 27,Elektronika,2.0,291.7 RSD,180,
ORD_10328,2025-09-23,Samsung S24 Ultra,Elektronika,3.0,1214.1 RSD,900,Novi Sad
ORD_10329,2025-05-21,Samsung S24 Ultra,Elektronika,5.0,1169.41 RSD,900,Kragujevac
ORD_10330,2025-11-25,HP Pavilion Gaming,Elektronika,5.0,875.13 RSD,680,Beograd
ORD_10331,2026-01-04,iPhone 15 Pro,Elektronika,5.0,1201.88 RSD,850,Kragujevac
ORD_10332,2025-02-11,Laptop ASUS ZenBook,Elektronika,1.0,938.17,750,Kragujevac
ORD_10333,2026-01-28,Radni Sto Podesivi,Namestaj,2.0,218.3 RSD,120,Subotica
ORD_10334,2025-05-29,Gaming Mis RGB,Periferije,5.0,42.96 RSD,20,Beograd
ORD_10335,2025-08-21,Mehanicka Tastatura,Periferije,3.0,68.65,35,Nis
ORD_10336,2025-08-26,Mehanicka Tastatura,Periferije,4.0,81.69 RSD,35,Novi Sad
ORD_10337,2025-07-24,Kancelarijska Stolica,Namestaj,3.0,148.61 RSD,70,Kragujevac
ORD_10338,2025-05-04,HP Pavilion Gaming,Elektronika,3.0,897.59 RSD,680,Beograd
ORD_10339,2025-01-26,iPhone 15 Pro,Elektronika,1.0,1043.48 RSD,850,Kragujevac
ORD_10340,2026-03-20,Mehanicka Tastatura,Periferije,2.0,75.87 RSD,35,Kragujevac
ORD_10341,2026-01-26,Kancelarijska Stolica,Namestaj,2.0,141.7 RSD,70,Nis
ORD_10342,2025-09-12,Gaming Mis RGB,Periferije,3.0,44.23,20,Kragujevac
ORD_10343,2025-04-21,Gaming Mis RGB,Periferije,,46.84 RSD,20,Novi Sad
ORD_10344,2026-03-08,Gaming Mis RGB,Periferije,5.0,46.49 RSD,20,Kragujevac
ORD_10345,2025-08-09,Laptop ASUS ZenBook,Elektronika,1.0,1070.49 RSD,750,Novi Sad
ORD_10346,2025-01-24,Mehanicka Tastatura,Periferije,3.0,78.16 RSD,35,Beograd
ORD_10347,2025-05-28,Kancelarijska Stolica,Namestaj,5.0,128.86,70,Kragujevac
ORD_10348,2025-12-15,Radni Sto Podesivi,Namestaj,5.0,231.23 RSD,120,Subotica
ORD_10349,2026-02-11,Mehanicka Tastatura,Periferije,3.0,78.01 RSD,35,Novi Sad
ORD_10350,2025-11-05,iPhone 15 Pro,Elektronika,2.0,1140.75 RSD,850,Subotica
ORD_10351,2026-01-01,Laptop ASUS ZenBook,Elektronika,2.0,1123.43 RSD,750,Nis
ORD_10352,2025-09-21,iPhone 15 Pro,Elektronika,5.0,1178.09 RSD,850,Novi Sad
ORD_10353,2025-11-12,iPhone 15 Pro,Elektronika,4.0,1059.1 RSD,850,Novi Sad
ORD_10354,2025-09-30,Dell Monitor 27,Elektronika,5.0,259.23 RSD,180,Nis
ORD_10355,2025-06-19,Laptop ASUS ZenBook,Elektronika,3.0,1076.33 RSD,750,Kragujevac
ORD_10356,2025-11-02,Radni Sto Podesivi,Namestaj,1.0,213.83 RSD,120,Kragujevac
ORD_10357,2026-01-05,Slusalice ANC,Periferije,2.0,106.39,50,Kragujevac
ORD_10358,2025-03-17,Slusalice ANC,Periferije,4.0,114.19 RSD,50,Kragujevac
ORD_10359,2025-01-10,HP Pavilion Gaming,Elektronika,2.0,916.84 RSD,680,Nis
ORD_10360,2025-09-14,Samsung S24 Ultra,Elektronika,4.0,1205.92 RSD,900,
ORD_10361,2025-09-23,Laptop ASUS ZenBook,Elektronika,2.0,1076.52 RSD,750,
ORD_10362,2025-07-12,Gaming Mis RGB,Periferije,5.0,47.08 RSD,20,Kragujevac
ORD_10363,2025-07-01,Kancelarijska Stolica,Namestaj,5.0,143.87 RSD,70,
ORD_10364,2025-09-05,Radni Sto Podesivi,Namestaj,5.0,259.57 RSD,120,Kragujevac
ORD_10365,2025-06-02,Radni Sto Podesivi,Namestaj,2.0,231.81 RSD,120,
ORD_10366,2025-09-03,Gaming Mis RGB,Periferije,3.0,52.11 RSD,20,
ORD_10367,2025-03-04,Radni Sto Podesivi,Namestaj,3.0,257.77 RSD,120,Nis
ORD_10368,2025-05-29,Kancelarijska Stolica,Namestaj,2.0,133.37,70,Subotica
ORD_10369,2025-12-02,Kancelarijska Stolica,Namestaj,4.0,129.58 RSD,70,Beograd
ORD_10370,2025-10-15,Dell Monitor 27,Elektronika,3.0,261.05 RSD,180,Kragujevac
ORD_10371,2025-05-05,Slusalice ANC,Periferije,2.0,93.9,50,Beograd
ORD_10372,2025-02-21,Samsung S24 Ultra,Elektronika,1.0,1129.56 RSD,900,Subotica
ORD_10373,2025-10-09,iPhone 15 Pro,Elektronika,1.0,1183.92 RSD,850,
ORD_10374,2025-11-30,Gaming Mis RGB,Periferije,4.0,43.21 RSD,20,Novi Sad
ORD_10375,2026-01-29,Radni Sto Podesivi,Namestaj,1.0,228.45,120,Kragujevac
ORD_10376,2025-08-02,Laptop ASUS ZenBook,Elektronika,2.0,1120.87 RSD,750,Subotica
ORD_10377,2025-04-06,Mehanicka Tastatura,Periferije,4.0,68.37 RSD,35,Novi Sad
ORD_10378,2025-06-02,Laptop ASUS ZenBook,Elektronika,1.0,1114.18 RSD,750,Novi Sad
ORD_10379,2025-11-25,Radni Sto Podesivi,Namestaj,4.0,226.59 RSD,120,Beograd
ORD_10380,2025-05-20,Dell Monitor 27,Elektronika,4.0,262.09 RSD,180,Beograd
ORD_10381,2026-01-03,Gaming Mis RGB,Periferije,3.0,49.47 RSD,20,Novi Sad
ORD_10382,2025-03-31,Slusalice ANC,Periferije,2.0,107.34 RSD,50,Nis
ORD_10383,2025-06-17,Mehanicka Tastatura,Periferije,5.0,82.04,35,Beograd
ORD_10384,2025-06-15,iPhone 15 Pro,Elektronika,,1196.42 RSD,850,Nis
ORD_10385,2026-01-21,Samsung S24 Ultra,Elektronika,4.0,1313.91 RSD,900,Kragujevac
ORD_10386,2025-05-14,Slusalice ANC,Periferije,1.0,99.7 RSD,50,Subotica
ORD_10387,2025-06-07,HP Pavilion Gaming,Elektronika,4.0,841.21 RSD,680,
ORD_10388,2025-11-24,Radni Sto Podesivi,Namestaj,1.0,250.03 RSD,120,Kragujevac
ORD_10389,2025-03-10,Samsung S24 Ultra,Elektronika,2.0,1314.78 RSD,900,Kragujevac
ORD_10390,2025-12-26,Kancelarijska Stolica,Namestaj,4.0,157.22 RSD,70,Kragujevac
ORD_10391,2025-12-15,Samsung S24 Ultra,Elektronika,2.0,1212.28 RSD,900,Subotica
ORD_10392,2025-09-28,Dell Monitor 27,Elektronika,4.0,277.32 RSD,180,Kragujevac
ORD_10393,2026-03-01,HP Pavilion Gaming,Elektronika,1.0,955.02 RSD,680,Kragujevac
ORD_10394,2025-03-26,Dell Monitor 27,Elektronika,2.0,275.45 RSD,180,Subotica
ORD_10395,2025-09-08,Samsung S24 Ultra,Elektronika,5.0,1347.0,900,Subotica
ORD_10396,2025-09-20,Gaming Mis RGB,Periferije,2.0,51.08 RSD,20,Kragujevac
ORD_10397,2026-01-06,Gaming Mis RGB,Periferije,3.0,46.79,20,Subotica
ORD_10398,2025-02-07,Samsung S24 Ultra,Elektronika,5.0,1300.23,900,Subotica
ORD_10399,2025-02-05,Dell Monitor 27,Elektronika,1.0,300.27 RSD,180,Novi Sad
ORD_10400,2026-01-29,Mehanicka Tastatura,Periferije,2.0,69.65 RSD,35,
ORD_10401,2025-07-15,Mehanicka Tastatura,Periferije,3.0,82.44 RSD,35,Nis
ORD_10402,2025-12-16,Mehanicka Tastatura,Periferije,1.0,76.08 RSD,35,Beograd
ORD_10403,2025-04-02,Kancelarijska Stolica,Namestaj,1.0,152.29 RSD,70,Beograd
ORD_10404,2026-01-23,Samsung S24 Ultra,Elektronika,1.0,1188.21,900,
ORD_10405,2025-09-30,Dell Monitor 27,Elektronika,4.0,308.73 RSD,180,Nis
ORD_10406,2025-05-22,Kancelarijska Stolica,Namestaj,2.0,139.18 RSD,70,Subotica
ORD_10407,2025-11-11,Laptop ASUS ZenBook,Elektronika,4.0,937.38 RSD,750,Subotica
ORD_10408,2025-02-04,Samsung S24 Ultra,Elektronika,,1340.4 RSD,900,Kragujevac
ORD_10409,2026-01-15,Laptop ASUS ZenBook,Elektronika,2.0,955.08,750,Kragujevac
ORD_10410,2025-03-13,Samsung S24 Ultra,Elektronika,1.0,1188.02 RSD,900,
ORD_10411,2025-10-23,Slusalice ANC,Periferije,3.0,114.4 RSD,50,Novi Sad
ORD_10412,2026-03-25,Samsung S24 Ultra,Elektronika,3.0,1352.16 RSD,900,Beograd
ORD_10413,2025-05-21,Mehanicka Tastatura,Periferije,3.0,77.18,35,
ORD_10414,2025-10-12,iPhone 15 Pro,Elektronika,4.0,1171.64 RSD,850,
ORD_10415,2025-06-13,Mehanicka Tastatura,Periferije,5.0,75.18 RSD,35,Novi Sad
ORD_10416,2026-01-22,Mehanicka Tastatura,Periferije,2.0,72.69 RSD,35,Beograd
ORD_10417,2026-02-17,Radni Sto Podesivi,Namestaj,2.0,228.93 RSD,120,Nis
ORD_10418,2025-09-29,Mehanicka Tastatura,Periferije,5.0,78.76 RSD,35,Beograd
ORD_10419,2025-08-19,Kancelarijska Stolica,Namestaj,1.0,150.07 RSD,70,
ORD_10420,2025-05-18,Samsung S24 Ultra,Elektronika,1.0,1310.81 RSD,900,Subotica
ORD_10421,2026-02-16,HP Pavilion Gaming,Elektronika,2.0,957.53 RSD,680,Kragujevac
ORD_10422,2025-04-17,Samsung S24 Ultra,Elektronika,4.0,1128.71 RSD,900,Subotica
ORD_10423,2026-01-15,Samsung S24 Ultra,Elektronika,2.0,1233.55 RSD,900,Nis
ORD_10424,2025-12-27,Samsung S24 Ultra,Elektronika,5.0,1119.97 RSD,900,Kragujevac
ORD_10425,2025-07-14,Kancelarijska Stolica,Namestaj,3.0,143.99 RSD,70,Novi Sad
ORD_10426,2025-09-20,Radni Sto Podesivi,Namestaj,3.0,234.58 RSD,120,
ORD_10427,2025-04-15,Gaming Mis RGB,Periferije,3.0,51.38 RSD,20,Kragujevac
ORD_10428,2025-01-09,Samsung S24 Ultra,Elektronika,2.0,1196.24 RSD,900,Kragujevac
ORD_10429,2025-03-20,Mehanicka Tastatura,Periferije,3.0,69.87 RSD,35,Kragujevac
ORD_10430,2025-10-09,Samsung S24 Ultra,Elektronika,4.0,1142.18 RSD,900,Novi Sad
ORD_10431,2025-08-24,Gaming Mis RGB,Periferije,4.0,50.12 RSD,20,Beograd
ORD_10432,2025-09-08,iPhone 15 Pro,Elektronika,5.0,1168.37 RSD,850,
ORD_10433,2025-01-18,Laptop ASUS ZenBook,Elektronika,5.0,957.25 RSD,750,
ORD_10434,2025-07-31,Laptop ASUS ZenBook,Elektronika,1.0,953.5 RSD,750,Subotica
ORD_10435,2025-04-22,iPhone 15 Pro,Elektronika,1.0,1188.23 RSD,850,Kragujevac
ORD_10436,2025-12-04,Slusalice ANC,Periferije,,95.1 RSD,50,Kragujevac
ORD_10437,2025-01-09,Mehanicka Tastatura,Periferije,1.0,81.15 RSD,35,Novi Sad
ORD_10438,2026-02-21,Laptop ASUS ZenBook,Elektronika,5.0,1090.37 RSD,750,Beograd
ORD_10439,2025-09-26,HP Pavilion Gaming,Elektronika,1.0,822.96 RSD,680,Kragujevac
ORD_10440,2025-05-17,Radni Sto Podesivi,Namestaj,3.0,216.74 RSD,120,Nis
ORD_10441,2025-05-05,Gaming Mis RGB,Periferije,5.0,52.37 RSD,20,
ORD_10442,2025-02-17,HP Pavilion Gaming,Elektronika,1.0,878.61 RSD,680,Nis
ORD_10443,2025-12-26,Laptop ASUS ZenBook,Elektronika,1.0,1016.54 RSD,750,Nis
ORD_10444,2026-03-16,Kancelarijska Stolica,Namestaj,5.0,151.88 RSD,70,Subotica
ORD_10445,2026-03-21,Samsung S24 Ultra,Elektronika,2.0,1351.28 RSD,900,Novi Sad
ORD_10446,2025-12-17,Laptop ASUS ZenBook,Elektronika,1.0,1151.92 RSD,750,Kragujevac
ORD_10447,2026-03-12,Laptop ASUS ZenBook,Elektronika,2.0,1100.74 RSD,750,Kragujevac
ORD_10448,2025-02-09,iPhone 15 Pro,Elektronika,4.0,1110.3 RSD,850,Kragujevac
ORD_10449,2025-06-19,Mehanicka Tastatura,Periferije,5.0,69.34 RSD,35,
ORD_10450,2026-01-17,HP Pavilion Gaming,Elektronika,5.0,955.16 RSD,680,Nis
ORD_10451,2025-06-24,Samsung S24 Ultra,Elektronika,1.0,1250.19 RSD,900,Kragujevac
ORD_10452,2025-01-16,Mehanicka Tastatura,Periferije,3.0,74.79 RSD,35,Nis
ORD_10453,2025-07-02,Gaming Mis RGB,Periferije,2.0,51.56 RSD,20,Beograd
ORD_10454,2025-02-13,Slusalice ANC,Periferije,4.0,95.95 RSD,50,Beograd
ORD_10455,2025-05-18,HP Pavilion Gaming,Elektronika,1.0,901.1 RSD,680,
ORD_10456,2025-06-12,iPhone 15 Pro,Elektronika,4.0,1022.72 RSD,850,Novi Sad
ORD_10457,2026-01-25,Gaming Mis RGB,Periferije,3.0,47.19 RSD,20,Beograd
ORD_10458,2025-10-13,Mehanicka Tastatura,Periferije,4.0,68.9 RSD,35,Subotica
ORD_10459,2025-10-11,HP Pavilion Gaming,Elektronika,3.0,830.08,680,Novi Sad
ORD_10460,2025-05-30,Mehanicka Tastatura,Periferije,1.0,69.88 RSD,35,
ORD_10461,2025-10-20,Dell Monitor 27,Elektronika,2.0,293.95 RSD,180,Beograd
ORD_10462,2025-06-04,iPhone 15 Pro,Elektronika,3.0,1199.05 RSD,850,Beograd
ORD_10463,2025-08-04,Mehanicka Tastatura,Periferije,3.0,77.33 RSD,35,Novi Sad
ORD_10464,2026-01-05,Radni Sto Podesivi,Namestaj,2.0,260.61 RSD,120,Beograd
ORD_10465,2025-03-11,Gaming Mis RGB,Periferije,1.0,46.25 RSD,20,Novi Sad
ORD_10466,2026-02-16,Slusalice ANC,Periferije,4.0,99.79 RSD,50,Nis
ORD_10467,2025-06-03,Slusalice ANC,Periferije,2.0,112.61 RSD,50,Beograd
ORD_10468,2025-04-01,Gaming Mis RGB,Periferije,3.0,44.74 RSD,20,Novi Sad
ORD_10469,2026-02-05,Gaming Mis RGB,Periferije,5.0,52.13 RSD,20,Nis
ORD_10470,2025-10-16,Kancelarijska Stolica,Namestaj,1.0,127.86 RSD,70,Beograd
ORD_10471,2026-01-08,Dell Monitor 27,Elektronika,1.0,313.19 RSD,180,Nis
ORD_10472,2026-02-24,Radni Sto Podesivi,Namestaj,1.0,214.66 RSD,120,
ORD_10473,2025-11-21,Gaming Mis RGB,Periferije,2.0,51.41 RSD,20,Beograd
ORD_10474,2025-02-07,Mehanicka Tastatura,Periferije,4.0,76.44 RSD,35,Kragujevac
ORD_10475,2025-09-17,Mehanicka Tastatura,Periferije,5.0,83.89 RSD,35,Nis
ORD_10476,2026-02-09,Dell Monitor 27,Elektronika,1.0,259.43 RSD,180,Kragujevac
ORD_10477,2025-02-25,Slusalice ANC,Periferije,1.0,105.68 RSD,50,Novi Sad
ORD_10478,2025-01-23,iPhone 15 Pro,Elektronika,5.0,1252.63 RSD,850,
ORD_10479,2026-02-12,Mehanicka Tastatura,Periferije,,76.37 RSD,35,Novi Sad
ORD_10480,2026-01-18,Samsung S24 Ultra,Elektronika,5.0,1268.64 RSD,900,Kragujevac
ORD_10481,2025-07-11,Samsung S24 Ultra,Elektronika,4.0,1285.89 RSD,900,Kragujevac
ORD_10482,2025-06-26,Dell Monitor 27,Elektronika,2.0,282.27 RSD,180,Novi Sad
ORD_10483,2025-03-01,Mehanicka Tastatura,Periferije,1.0,78.04 RSD,35,Novi Sad
ORD_10484,2025-08-22,Radni Sto Podesivi,Namestaj,3.0,241.72 RSD,120,Novi Sad
ORD_10485,2025-08-13,Gaming Mis RGB,Periferije,1.0,51.51 RSD,20,Subotica
ORD_10486,2026-02-19,Radni Sto Podesivi,Namestaj,,214.77 RSD,120,Novi Sad
ORD_10487,2026-01-15,HP Pavilion Gaming,Elektronika,2.0,860.88 RSD,680,Beograd
ORD_10488,2025-08-07,Kancelarijska Stolica,Namestaj,5.0,156.01 RSD,70,Nis
ORD_10489,2025-11-24,iPhone 15 Pro,Elektronika,2.0,1233.66 RSD,850,
ORD_10490,2025-08-19,Slusalice ANC,Periferije,2.0,103.52 RSD,50,
ORD_10491,2025-05-23,Samsung S24 Ultra,Elektronika,2.0,1266.23 RSD,900,Subotica
ORD_10492,2026-02-14,Slusalice ANC,Periferije,1.0,99.6 RSD,50,Novi Sad
ORD_10493,2025-02-28,Samsung S24 Ultra,Elektronika,4.0,1153.91 RSD,900,Kragujevac
ORD_10494,2025-07-18,Kancelarijska Stolica,Namestaj,5.0,141.41 RSD,70,Novi Sad
ORD_10495,2025-11-13,Kancelarijska Stolica,Namestaj,4.0,138.1 RSD,70,Novi Sad
ORD_10496,2025-02-13,Slusalice ANC,Periferije,5.0,106.34 RSD,50,Beograd
ORD_10497,2025-04-04,Radni Sto Podesivi,Namestaj,1.0,216.39 RSD,120,Nis
ORD_10498,2025-03-12,Mehanicka Tastatura,Periferije,5.0,83.59 RSD,35,Nis
ORD_10499,2025-10-12,Dell Monitor 27,Elektronika,2.0,314.17 RSD,180,Beograd
ORD_10500,2025-11-14,Kancelarijska Stolica,Namestaj,4.0,148.44,70,Subotica
ORD_10501,2025-04-10,Gaming Mis RGB,Periferije,2.0,47.86 RSD,20,Kragujevac
ORD_10502,2025-12-17,Gaming Mis RGB,Periferije,4.0,45.6 RSD,20,Nis
ORD_10503,2025-02-12,Gaming Mis RGB,Periferije,2.0,50.64 RSD,20,Beograd
ORD_10504,2025-05-21,Radni Sto Podesivi,Namestaj,1.0,246.74 RSD,120,Nis
ORD_10505,2025-10-09,Slusalice ANC,Periferije,4.0,97.08 RSD,50,Novi Sad
ORD_10506,2025-10-05,Dell Monitor 27,Elektronika,,309.66 RSD,180,
ORD_10507,2025-04-22,Gaming Mis RGB,Periferije,5.0,50.73 RSD,20,
ORD_10508,2026-03-24,Samsung S24 Ultra,Elektronika,3.0,1351.95 RSD,900,Novi Sad
ORD_10509,2026-03-20,HP Pavilion Gaming,Elektronika,4.0,945.39 RSD,680,Beograd
ORD_10510,2025-12-19,Samsung S24 Ultra,Elektronika,5.0,1264.49 RSD,900,
ORD_10511,2025-11-12,Mehanicka Tastatura,Periferije,2.0,74.69 RSD,35,Beograd
ORD_10512,2025-06-29,Laptop ASUS ZenBook,Elektronika,5.0,1140.2 RSD,750,Beograd
ORD_10513,2025-05-29,Kancelarijska Stolica,Namestaj,3.0,153.48 RSD,70,Kragujevac
ORD_10514,2026-01-20,HP Pavilion Gaming,Elektronika,2.0,816.09 RSD,680,Novi Sad
ORD_10515,2025-05-08,iPhone 15 Pro,Elektronika,2.0,1026.33 RSD,850,Beograd
ORD_10516,2025-03-14,Mehanicka Tastatura,Periferije,4.0,74.02 RSD,35,Nis
ORD_10517,2025-02-08,Mehanicka Tastatura,Periferije,4.0,80.97 RSD,35,Subotica
ORD_10518,2026-01-19,Mehanicka Tastatura,Periferije,5.0,83.8 RSD,35,Novi Sad
ORD_10519,2025-06-17,Gaming Mis RGB,Periferije,4.0,44.0 RSD,20,
ORD_10520,2025-11-22,HP Pavilion Gaming,Elektronika,4.0,920.38 RSD,680,Subotica
ORD_10521,2025-04-22,Dell Monitor 27,Elektronika,4.0,277.85 RSD,180,Nis
ORD_10522,2026-03-01,Radni Sto Podesivi,Namestaj,3.0,261.0 RSD,120,Beograd
ORD_10523,2026-02-08,Slusalice ANC,Periferije,4.0,112.03 RSD,50,Subotica
ORD_10524,2025-11-17,Laptop ASUS ZenBook,Elektronika,1.0,1119.43 RSD,750,Subotica
ORD_10525,2025-08-22,iPhone 15 Pro,Elektronika,4.0,1132.49,850,Beograd
ORD_10526,2025-03-23,iPhone 15 Pro,Elektronika,3.0,1119.56 RSD,850,Subotica
ORD_10527,2025-02-12,Kancelarijska Stolica,Namestaj,3.0,135.7 RSD,70,Beograd
ORD_10528,2025-11-17,Laptop ASUS ZenBook,Elektronika,4.0,947.4 RSD,750,Beograd
ORD_10529,2025-12-27,Mehanicka Tastatura,Periferije,1.0,81.84,35,Subotica
ORD_10530,2025-04-26,iPhone 15 Pro,Elektronika,5.0,1215.1 RSD,850,Subotica
ORD_10531,2026-03-17,Kancelarijska Stolica,Namestaj,1.0,157.49 RSD,70,Subotica
ORD_10532,2025-02-15,Samsung S24 Ultra,Elektronika,4.0,1364.13 RSD,900,Novi Sad
ORD_10533,2025-03-12,Kancelarijska Stolica,Namestaj,3.0,144.16 RSD,70,Beograd
ORD_10534,2025-09-29,iPhone 15 Pro,Elektronika,1.0,1204.56 RSD,850,Beograd
ORD_10535,2026-01-05,Gaming Mis RGB,Periferije,3.0,51.95 RSD,20,Nis
ORD_10536,2026-03-17,Slusalice ANC,Periferije,4.0,112.19 RSD,50,Beograd
ORD_10537,2026-01-09,HP Pavilion Gaming,Elektronika,5.0,854.5 RSD,680,Novi Sad
ORD_10538,2025-05-22,iPhone 15 Pro,Elektronika,2.0,1128.13 RSD,850,Kragujevac
ORD_10539,2025-05-26,Slusalice ANC,Periferije,5.0,96.34 RSD,50,
ORD_10540,2025-09-23,Radni Sto Podesivi,Namestaj,2.0,260.2 RSD,120,Nis
ORD_10541,2026-02-06,Radni Sto Podesivi,Namestaj,1.0,242.81 RSD,120,Nis
ORD_10542,2025-05-04,Mehanicka Tastatura,Periferije,1.0,71.66 RSD,35,Kragujevac
ORD_10543,2025-06-12,Laptop ASUS ZenBook,Elektronika,3.0,1082.77 RSD,750,Kragujevac
ORD_10544,2025-10-07,Mehanicka Tastatura,Periferije,3.0,77.89 RSD,35,Subotica
ORD_10545,2025-02-04,Laptop ASUS ZenBook,Elektronika,5.0,1013.8,750,Subotica
ORD_10546,2025-05-27,Mehanicka Tastatura,Periferije,5.0,69.82 RSD,35,Nis
ORD_10547,2025-02-12,Mehanicka Tastatura,Periferije,4.0,78.75 RSD,35,Beograd
ORD_10548,2025-06-08,Radni Sto Podesivi,Namestaj,1.0,238.52,120,Beograd
ORD_10549,2025-07-20,Dell Monitor 27,Elektronika,3.0,301.34 RSD,180,
ORD_10550,2025-12-24,HP Pavilion Gaming,Elektronika,3.0,906.33 RSD,680,Beograd
ORD_10551,2025-02-14,Laptop ASUS ZenBook,Elektronika,2.0,1122.48 RSD,750,Kragujevac
ORD_10552,2025-06-08,Slusalice ANC,Periferije,1.0,105.64 RSD,50,Beograd
ORD_10553,2025-12-29,HP Pavilion Gaming,Elektronika,,914.08 RSD,680,Nis
ORD_10554,2025-09-22,Kancelarijska Stolica,Namestaj,5.0,153.8 RSD,70,Beograd
ORD_10555,2026-01-19,Kancelarijska Stolica,Namestaj,2.0,139.6 RSD,70,Subotica
ORD_10556,2026-02-18,Laptop ASUS ZenBook,Elektronika,3.0,964.48 RSD,750,Novi Sad
