Datum,Proizvod,Grad,Cena_EUR,Količina,Ukupna_Zarada
2025-06-21 00:00:00,Pametna Brava Locky,Subotica,263.96,8.0,2111.68
2025-08-08 00:00:00,Pametna Brava Locky,Beograd,163.37,6.0,980.22
2025-06-07 00:00:00,Pametna Sijalica RGB,Novi Sad,80.09,3.0,240.27
2025-02-15 00:00:00,Pametna Sijalica RGB,Beograd,276.18,5.0,1380.9
2025-01-06 00:00:00,Prečišćivač AirPro,Beograd,149.97,6.0,899.8199999999999
2025-04-09 00:00:00,Senzor Pokreta,Kragujevac,391.23,5.0,1956.15
2025-08-21 00:00:00,Prečišćivač AirPro,Niš,447.07,6.0,2682.42
2025-02-06 00:00:00,Pametna Sijalica RGB,Subotica,341.07,8.0,2728.56
2025-10-07 00:00:00,Pametna Sijalica RGB,Beograd,49.81,7.0,348.67
2025-12-15 00:00:00,Robot Usisivač X1,Subotica,137.02,5.0,685.1
2025-10-29 00:00:00,Pametna Sijalica RGB,Beograd,58.01,6.0,348.06
2025-06-30 00:00:00,Robot Usisivač X1,Novi Sad,296.23,4.0,1184.92
2025-04-05 00:00:00,Senzor Pokreta,Beograd,346.68,9.0,3120.12
2025-04-09 00:00:00,Prečišćivač AirPro,Kragujevac,417.3,4.0,1669.2
2025-07-07 00:00:00,Prečišćivač AirPro,Niš,202.8,1.0,202.8
2025-04-26 00:00:00,Robot Usisivač X1,Novi Sad,406.61,7.0,2846.27
2025-07-10 00:00:00,Prečišćivač AirPro,Beograd,396.27,7.0,2773.89
2025-09-10 00:00:00,Pametna Sijalica RGB,Subotica,149.57,4.0,598.28
2025-06-10 00:00:00,Pametna Brava Locky,Novi Sad,392.32,3.0,1176.96
2025-09-13 00:00:00,Robot Usisivač X1,Novi Sad,175.3,8.0,1402.4
2025-11-19 00:00:00,Prečišćivač AirPro,Beograd,140.62,5.0,703.1
2025-05-08 00:00:00,Robot Usisivač X1,Novi Sad,,7.0,
2025-01-18 00:00:00,Robot Usisivač X1,Subotica,154.49,4.0,617.96
2025-10-08 00:00:00,Pametna Brava Locky,Novi Sad,287.29,4.0,1149.16
2025-08-11 00:00:00,Pametna Sijalica RGB,Subotica,278.33,8.0,2226.64
2025-02-23 00:00:00,Robot Usisivač X1,Beograd,257.91,8.0,2063.28
2025-02-27 00:00:00,Prečišćivač AirPro,Niš,177.38,2.0,354.76
2025-11-19 00:00:00,Senzor Pokreta,Novi Sad,251.34,,
2025-12-26 00:00:00,Robot Usisivač X1,Niš,272.45,3.0,817.3499999999999
2025-06-23 00:00:00,Robot Usisivač X1,Subotica,250.1,3.0,750.3
2025-10-07 00:00:00,Pametna Brava Locky,Novi Sad,,1.0,
2025-04-24 00:00:00,Pametna Sijalica RGB,Kragujevac,16.45,3.0,49.349999999999994
2025-10-15 00:00:00,Senzor Pokreta,Niš,268.31,6.0,1609.8600000000001
2025-12-08 00:00:00,Prečišćivač AirPro,Novi Sad,84.12,8.0,672.96
2025-05-31 00:00:00,Senzor Pokreta,Niš,292.73,6.0,1756.38
2025-05-07 00:00:00,Prečišćivač AirPro,Novi Sad,344.11,5.0,1720.5500000000002
2025-06-04 00:00:00,Pametna Sijalica RGB,Beograd,230.2,4.0,920.8
2025-09-30 00:00:00,Prečišćivač AirPro,Niš,248.64,3.0,745.92
2025-04-14 00:00:00,Pametna Brava Locky,Kragujevac,428.65,4.0,1714.6
2025-10-26 00:00:00,Pametna Brava Locky,Kragujevac,382.75,7.0,2679.25
2025-09-03 00:00:00,Pametna Brava Locky,Subotica,412.26,,
2025-06-25 00:00:00,Pametna Brava Locky,Novi Sad,,7.0,
2025-02-08 00:00:00,Senzor Pokreta,Niš,57.92,1.0,57.92
2025-06-19 00:00:00,Pametna Sijalica RGB,Subotica,75.56,2.0,151.12
2025-09-04 00:00:00,Prečišćivač AirPro,Niš,241.71,4.0,966.84
2025-01-26 00:00:00,Prečišćivač AirPro,Novi Sad,118.27,1.0,118.27
2025-12-21 00:00:00,Pametna Brava Locky,Kragujevac,219.75,9.0,1977.75
2025-11-02 00:00:00,Pametna Brava Locky,Beograd,183.52,6.0,1101.1200000000001
2025-01-13 00:00:00,Robot Usisivač X1,Kragujevac,251.74,1.0,251.74
2025-11-12 00:00:00,Pametna Sijalica RGB,Subotica,338.63,1.0,338.63
2025-11-09 00:00:00,Senzor Pokreta,Beograd,324.82,6.0,1948.92
2025-02-05 00:00:00,Prečišćivač AirPro,Subotica,239.34,4.0,957.36
2025-06-22 00:00:00,Robot Usisivač X1,Novi Sad,371.85,4.0,1487.4
2025-01-20 00:00:00,Robot Usisivač X1,Beograd,199.58,6.0,1197.48
2025-11-17 00:00:00,Prečišćivač AirPro,Subotica,404.55,7.0,2831.85
2025-09-21 00:00:00,Senzor Pokreta,Novi Sad,41.36,9.0,372.24
2025-05-22 00:00:00,Robot Usisivač X1,Kragujevac,430.05,5.0,2150.25
2025-05-23 00:00:00,Robot Usisivač X1,Novi Sad,298.06,9.0,2682.54
2025-04-02 00:00:00,Pametna Sijalica RGB,Niš,177.23,4.0,708.92
2025-12-20 00:00:00,Senzor Pokreta,Novi Sad,96.75,2.0,193.5
2025-11-18 00:00:00,Robot Usisivač X1,Novi Sad,220.84,,
2025-10-15 00:00:00,Senzor Pokreta,Niš,95.61,1.0,95.61
2025-08-03 00:00:00,Prečišćivač AirPro,Subotica,83.19,6.0,499.14
2025-12-08 00:00:00,Pametna Brava Locky,Subotica,281.63,6.0,1689.78
2025-02-20 00:00:00,Robot Usisivač X1,Novi Sad,240.16,1.0,240.16
2025-06-02 00:00:00,Pametna Sijalica RGB,Niš,304.84,3.0,914.52
2025-07-05 00:00:00,Prečišćivač AirPro,Niš,419.03,,
2025-03-04 00:00:00,Senzor Pokreta,Kragujevac,244.19,3.0,732.5699999999999
2025-07-09 00:00:00,Prečišćivač AirPro,Subotica,265.61,3.0,796.83
2025-05-05 00:00:00,Robot Usisivač X1,Beograd,49.44,3.0,148.32
2025-05-30 00:00:00,Senzor Pokreta,Subotica,325.76,,
2025-11-10 00:00:00,Pametna Brava Locky,Subotica,185.96,5.0,929.8000000000001
2025-02-27 00:00:00,Prečišćivač AirPro,Kragujevac,439.76,4.0,1759.04
2025-12-08 00:00:00,Robot Usisivač X1,Beograd,372.2,1.0,372.2
2025-11-01 00:00:00,Pametna Sijalica RGB,Kragujevac,239.89,5.0,1199.4499999999998
2025-06-29 00:00:00,Senzor Pokreta,Beograd,64.22,5.0,321.1
2025-06-19 00:00:00,Prečišćivač AirPro,Novi Sad,388.14,4.0,1552.56
2025-11-22 00:00:00,Prečišćivač AirPro,Beograd,361.9,6.0,2171.3999999999996
2025-09-28 00:00:00,Pametna Brava Locky,Kragujevac,91.22,4.0,364.88
2025-02-23 00:00:00,Pametna Brava Locky,Subotica,139.92,7.0,979.4399999999999
2025-04-11 00:00:00,Pametna Sijalica RGB,Beograd,359.1,7.0,2513.7000000000003
2025-09-21 00:00:00,Pametna Sijalica RGB,Beograd,91.5,2.0,183.0
2025-02-22 00:00:00,Robot Usisivač X1,Niš,413.81,3.0,1241.43
2025-03-01 00:00:00,Robot Usisivač X1,Subotica,196.79,1.0,196.79
2025-04-18 00:00:00,Pametna Sijalica RGB,Novi Sad,48.3,8.0,386.4
2025-01-05 00:00:00,Pametna Sijalica RGB,Kragujevac,,9.0,
2025-04-13 00:00:00,Senzor Pokreta,Novi Sad,174.34,4.0,697.36
2025-07-15 00:00:00,Pametna Brava Locky,Subotica,241.66,6.0,1449.96
2025-09-19 00:00:00,Robot Usisivač X1,Beograd,59.41,9.0,534.6899999999999
2025-12-31 00:00:00,Pametna Brava Locky,Beograd,11.14,6.0,66.84
2025-12-16 00:00:00,Pametna Brava Locky,Subotica,290.71,9.0,2616.39
2025-02-16 00:00:00,Pametna Sijalica RGB,Beograd,,4.0,
2025-12-21 00:00:00,Senzor Pokreta,Beograd,271.16,8.0,2169.28
2025-11-07 00:00:00,Prečišćivač AirPro,Beograd,359.25,9.0,3233.25
2025-11-04 00:00:00,Senzor Pokreta,Kragujevac,294.51,4.0,1178.04
2025-05-24 00:00:00,Senzor Pokreta,Kragujevac,86.9,5.0,434.5
2025-09-26 00:00:00,Pametna Brava Locky,Niš,168.74,8.0,1349.92
2025-05-04 00:00:00,Senzor Pokreta,Novi Sad,408.59,6.0,2451.54
2025-04-16 00:00:00,Robot Usisivač X1,Subotica,348.78,7.0,2441.46
2025-06-07 00:00:00,Pametna Brava Locky,Subotica,254.92,3.0,764.76
2025-05-27 00:00:00,Robot Usisivač X1,Subotica,122.48,,
2025-05-25 00:00:00,Prečišćivač AirPro,Niš,142.91,8.0,1143.28
2025-04-30 00:00:00,Pametna Brava Locky,Kragujevac,332.06,6.0,1992.3600000000001
2025-11-15 00:00:00,Prečišćivač AirPro,Niš,384.52,9.0,3460.68
2025-10-02 00:00:00,Pametna Brava Locky,Subotica,305.43,6.0,1832.58
2025-04-02 00:00:00,Pametna Sijalica RGB,Novi Sad,366.19,9.0,0.0
2025-02-27 00:00:00,Senzor Pokreta,Beograd,347.33,,
2025-12-12 00:00:00,Pametna Sijalica RGB,Kragujevac,75.87,8.0,606.96
2025-08-17 00:00:00,Prečišćivač AirPro,Kragujevac,196.54,4.0,786.16
2025-04-27 00:00:00,Senzor Pokreta,Niš,77.31,2.0,154.62
2025-11-14 00:00:00,Pametna Brava Locky,Kragujevac,113.5,9.0,1021.5
2025-10-06 00:00:00,Senzor Pokreta,Subotica,392.47,5.0,1962.3500000000001
2025-05-07 00:00:00,Robot Usisivač X1,Subotica,218.07,4.0,872.28
2025-05-09 00:00:00,Senzor Pokreta,Niš,245.56,2.0,491.12
2025-02-27 00:00:00,Robot Usisivač X1,Subotica,88.52,1.0,88.52
2025-05-02 00:00:00,Senzor Pokreta,Novi Sad,147.4,7.0,1031.8
2025-01-01 00:00:00,Robot Usisivač X1,Niš,111.31,6.0,667.86
2025-08-27 00:00:00,Prečišćivač AirPro,Novi Sad,100.72,2.0,201.44
2025-10-17 00:00:00,Pametna Sijalica RGB,Beograd,290.7,8.0,2325.6
2025-04-06 00:00:00,Pametna Brava Locky,Novi Sad,123.03,4.0,492.12
2025-05-06 00:00:00,Senzor Pokreta,Beograd,288.09,8.0,2304.72
2025-04-28 00:00:00,Pametna Sijalica RGB,Beograd,35.72,7.0,250.04
2025-02-17 00:00:00,Pametna Brava Locky,Novi Sad,72.38,5.0,361.9
2025-03-30 00:00:00,Pametna Brava Locky,Niš,130.8,8.0,1046.4
2025-08-25 00:00:00,Robot Usisivač X1,Subotica,272.7,9.0,2454.2999999999997
2025-09-29 00:00:00,Prečišćivač AirPro,Subotica,307.37,5.0,1536.85
2025-07-08 00:00:00,Prečišćivač AirPro,Beograd,204.8,5.0,1024.0
2025-07-11 00:00:00,Pametna Sijalica RGB,Beograd,206.15,2.0,412.3
2025-03-10 00:00:00,Prečišćivač AirPro,Niš,328.79,5.0,1643.95
2025-10-05 00:00:00,Senzor Pokreta,Kragujevac,16.96,3.0,50.88
2025-12-15 00:00:00,Prečišćivač AirPro,Novi Sad,160.08,7.0,1120.5600000000002
2025-09-04 00:00:00,Pametna Sijalica RGB,Beograd,370.23,5.0,1851.15
2025-03-17 00:00:00,Prečišćivač AirPro,Subotica,275.42,8.0,2203.36
2025-06-03 00:00:00,Senzor Pokreta,Niš,158.38,1.0,158.38
2025-05-24 00:00:00,Robot Usisivač X1,Novi Sad,408.43,3.0,0.0
2025-03-27 00:00:00,Pametna Sijalica RGB,Niš,349.95,3.0,1049.85
2025-07-04 00:00:00,Robot Usisivač X1,Novi Sad,126.55,9.0,1138.95
2025-10-12 00:00:00,Robot Usisivač X1,Novi Sad,293.93,5.0,1469.65
2025-08-08 00:00:00,Robot Usisivač X1,Beograd,272.13,9.0,2449.17
2025-03-10 00:00:00,Pametna Brava Locky,Niš,186.52,9.0,1678.68
2025-02-16 00:00:00,Pametna Brava Locky,Niš,171.46,,
2025-04-04 00:00:00,Robot Usisivač X1,Subotica,161.17,2.0,322.34
2025-08-26 00:00:00,Pametna Sijalica RGB,Subotica,281.55,5.0,1407.75
2025-07-23 00:00:00,Senzor Pokreta,Beograd,204.66,4.0,818.64
2025-08-06 00:00:00,Senzor Pokreta,Beograd,376.02,9.0,3384.18
2025-12-07 00:00:00,Prečišćivač AirPro,Kragujevac,304.63,7.0,2132.41
2025-02-08 00:00:00,Pametna Sijalica RGB,Subotica,40.77,6.0,244.62
2025-04-10 00:00:00,Pametna Brava Locky,Novi Sad,291.67,7.0,2041.69
2025-10-16 00:00:00,Robot Usisivač X1,Niš,129.3,1.0,129.3
2025-09-11 00:00:00,Prečišćivač AirPro,Beograd,270.84,1.0,270.84
2025-08-10 00:00:00,Senzor Pokreta,Niš,,8.0,
2025-12-23 00:00:00,Pametna Brava Locky,Niš,111.56,2.0,223.12
2025-01-23 00:00:00,Pametna Brava Locky,Kragujevac,211.02,9.0,1899.18
2025-09-07 00:00:00,Robot Usisivač X1,Subotica,93.74,7.0,656.18
2025-01-10 00:00:00,Senzor Pokreta,Beograd,33.03,,
2025-09-03 00:00:00,Pametna Sijalica RGB,Niš,176.53,1.0,176.53
2025-11-21 00:00:00,Pametna Brava Locky,Beograd,169.7,1.0,169.7
2025-04-10 00:00:00,Robot Usisivač X1,Novi Sad,448.01,2.0,896.02
2025-10-17 00:00:00,Pametna Sijalica RGB,Kragujevac,206.4,6.0,1238.4
2025-06-29 00:00:00,Senzor Pokreta,Novi Sad,156.77,6.0,940.6200000000001
2025-08-11 00:00:00,Pametna Brava Locky,Beograd,265.41,2.0,530.82
2025-09-07 00:00:00,Pametna Sijalica RGB,Beograd,49.06,1.0,0.0
2025-05-27 00:00:00,Pametna Sijalica RGB,Subotica,433.13,5.0,2165.65
2025-04-06 00:00:00,Pametna Sijalica RGB,Niš,289.38,5.0,1446.9
2025-09-14 00:00:00,Pametna Brava Locky,Niš,342.13,2.0,684.26
2025-11-21 00:00:00,Pametna Brava Locky,Novi Sad,85.01,6.0,510.06000000000006
2025-01-04 00:00:00,Prečišćivač AirPro,Kragujevac,190.17,9.0,1711.53
2025-01-16 00:00:00,Senzor Pokreta,Niš,195.98,2.0,391.96
2025-10-07 00:00:00,Robot Usisivač X1,Subotica,371.59,2.0,743.18
2025-12-02 00:00:00,Pametna Sijalica RGB,Novi Sad,10.54,3.0,31.619999999999997
2025-07-09 00:00:00,Robot Usisivač X1,Novi Sad,54.97,9.0,494.73
2025-04-10 00:00:00,Pametna Brava Locky,Niš,390.38,9.0,3513.42
2025-07-20 00:00:00,Pametna Brava Locky,Novi Sad,,7.0,
2025-10-23 00:00:00,Pametna Brava Locky,Beograd,385.85,5.0,1929.25
2025-02-18 00:00:00,Pametna Sijalica RGB,Niš,,4.0,
2025-10-07 00:00:00,Pametna Brava Locky,Novi Sad,,1.0,
2025-05-10 00:00:00,Pametna Sijalica RGB,Niš,194.1,5.0,970.5
2025-07-06 00:00:00,Pametna Sijalica RGB,Subotica,274.82,5.0,1374.1
2025-04-11 00:00:00,Robot Usisivač X1,Beograd,156.22,8.0,1249.76
2025-06-19 00:00:00,Robot Usisivač X1,Beograd,151.72,4.0,606.88
2025-03-06 00:00:00,Pametna Sijalica RGB,Beograd,434.39,3.0,1303.17
2025-08-04 00:00:00,Prečišćivač AirPro,Niš,435.7,5.0,2178.5
2025-06-04 00:00:00,Pametna Sijalica RGB,Beograd,230.2,4.0,920.8
2025-07-17 00:00:00,Pametna Sijalica RGB,Beograd,178.89,4.0,715.56
2025-05-15 00:00:00,Robot Usisivač X1,Niš,77.61,7.0,543.27
