Order_ID,Product_ID,Kolicina,Datum_Prodaje,Popust_%
ORD-1536,PROD-05,9,2025-08-11,0.2
ORD-1537,PROD-03,7,2026-05-17,0.0
ORD-1538,PROD-02,1,2026-06-09,0.2
ORD-1539,PROD-04,7,2026-07-21,0.1
ORD-1540,PROD-03,4,2026-11-30,0.2
ORD-1541,PROD-04,1,2026-11-16,0.0
ORD-1542,PROD-03,7,2025-07-21,0.5
ORD-1543,PROD-05,6,2025-05-25,0.1
ORD-1544,PROD-03,3,2025-12-29,0.8
ORD-1545,PROD-03,7,2026-10-07,0.1
ORD-1546,PROD-02,7,2025-05-02,0.5
ORD-1547,PROD-99,6,2026-11-28,0.1
ORD-1548,prod_01,4,2025-05-01,0.1
ORD-1549,PROD-02,8,2026-11-28,0.8
ORD-1550,PROD-02,9,2026-01-10,0.2
ORD-1551,PROD-99,2,2026-03-12,0.0
ORD-1552,PROD-01,3,2025-06-17,0.5
ORD-1553,PROD-05,5,2025-06-26,0.2
ORD-1554,PROD-04,5,2026-02-11,0.0
ORD-1555,PROD-01,9,2026-10-21,0.0
ORD-1556,PROD-99,3,2026-06-13,0.0
ORD-1557,PROD-04,2,2025-12-11,0.1
ORD-1558,PROD-01,2,2025-12-24,0.2
ORD-1559,PROD-01,5,2025-01-23,0.5
ORD-1560,PROD-02,8,2025-03-05,0.5
ORD-1561,PROD-04,6,2026-08-16,0.8
ORD-1562,PROD-03,9,2026-12-23,0.0
ORD-1563,PROD-02,5,2025-02-15,0.2
ORD-1564,PROD-05,9,2025-09-17,0.0
ORD-1565,PROD-01,2,2025-05-02,0.0
ORD-1566,PROD-03,4,2026-12-27,0.2
ORD-1567,PROD-99,1,2025-05-28,0.1
ORD-1568,PROD-02,6,2026-06-22,0.2
ORD-1569,PROD-01,1,2026-04-27,0.0
ORD-1570,PROD-05,9,2026-11-29,0.1
ORD-1571,PROD-05,8,2026-11-04,0.8
ORD-1572,PROD-04,5,2025-01-26,0.1
ORD-1573,PROD-04,9,2025-02-09,0.0
ORD-1574,PROD-05,3,2025-05-15,0.5
ORD-1575,PROD-03,5,2025-04-14,0.1
ORD-1576,PROD-99,3,2026-06-08,0.5
ORD-1577,PROD-04,4,2025-10-23,0.5
ORD-1578,PROD-01,9,2025-03-02,0.1
ORD-1579,PROD-99,4,2025-02-12,0.1
ORD-1580,PROD-02,3,2025-08-08,0.1
ORD-1581,PROD-01,5,2025-11-17,0.2
ORD-1582,PROD-02,2,2026-10-12,0.5
ORD-1583,PROD-05,9,2026-01-12,0.2
ORD-1584,PROD-04,3,2025-10-17,0.1
ORD-1585,PROD-99,3,2025-11-03,0.8
ORD-1586,PROD-04,5,2025-08-19,0.0
ORD-1587,PROD-03,2,2025-08-26,0.5
ORD-1588,PROD-99,9,2026-09-19,0.8
ORD-1589,PROD-99,3,2026-11-01,0.1
ORD-1590,PROD-05,5,2026-10-02,0.5
ORD-1591,PROD-02,6,2025-12-25,0.0
ORD-1592,PROD-03,1,2025-05-12,0.5
ORD-1593,PROD-01,2,2026-03-21,0.1
ORD-1594,PROD-99,8,2026-03-24,0.8
ORD-1595,PROD-01,6,2026-07-31,0.5
ORD-1596,PROD-05,4,2025-05-09,0.8
ORD-1597,PROD-01,1,2025-05-30,0.0
ORD-1598,PROD-03,1,2025-10-24,0.1
ORD-1599,PROD-05,9,2025-10-17,0.5
ORD-1600,PROD-01,2,2025-01-31,0.2
ORD-1601,PROD-04,9,2025-05-05,0.1
ORD-1602,PROD-99,6,2026-07-03,0.8
ORD-1603,PROD-05,6,2026-12-01,0.8
ORD-1604,PROD-05,4,2026-04-29,0.5
ORD-1605,PROD-03,9,2026-01-30,0.8
ORD-1606,PROD-03,7,2025-04-08,0.1
ORD-1607,PROD-04,3,2025-07-03,0.8
ORD-1608,PROD-01,8,2026-10-18,0.2
ORD-1609,PROD-04,4,2026-01-15,0.0
ORD-1610,PROD-05,7,2025-08-05,0.5
ORD-1611,PROD-05,7,2025-11-24,0.2
ORD-1612,PROD-99,1,2026-01-17,0.1
ORD-1613,PROD-03,7,2026-05-05,0.0
ORD-1614,PROD-01,2,2026-10-05,0.1
ORD-1615,PROD-02,7,2025-06-22,0.8
ORD-1616,PROD-03,7,2025-03-16,0.2
ORD-1617,PROD-04,5,2026-05-22,0.8
ORD-1618,PROD-99,8,2025-09-15,0.0
ORD-1619,PROD-03,9,2025-07-27,0.8
ORD-1620,PROD-99,7,2025-03-31,0.2
ORD-1621,PROD-02,1,2025-11-07,0.2
ORD-1622,PROD-05,5,2026-01-18,0.1
ORD-1623,PROD-04,9,2026-09-26,0.1
ORD-1624,PROD-99,6,2025-11-23,0.5
ORD-1625,PROD-99,8,2025-09-01,0.8
ORD-1626,PROD-05,4,2026-04-05,0.1
ORD-1627,PROD-03,5,2025-06-29,0.1
ORD-1628,PROD-99,6,2026-03-07,0.2
ORD-1629,PROD-03,3,2026-09-01,0.0
ORD-1630,PROD-99,4,2025-08-07,0.1
ORD-1631,PROD-04,8,2025-08-25,0.0
ORD-1632,PROD-05,8,2026-06-19,0.0
ORD-1633,PROD-03,2,2026-09-26,0.8
ORD-1634,PROD-01,6,2026-02-11,0.2
ORD-1635,PROD-04,8,2026-09-10,0.1
ORD-1636,prod_01,6,2025-05-18,0.1
ORD-1637,PROD-01,7,2025-11-10,0.5
ORD-1638,PROD-02,8,2026-12-29,0.2
ORD-1639,PROD-04,5,2026-10-19,0.8
ORD-1640,PROD-03,8,2026-01-05,0.1
ORD-1641,PROD-02,9,2025-12-27,0.2
ORD-1642,PROD-99,7,2026-06-05,0.1
ORD-1643,PROD-03,8,2025-09-26,0.0
ORD-1644,PROD-04,5,2025-01-07,0.8
ORD-1645,PROD-02,8,2025-02-23,0.1
ORD-1646,PROD-01,7,2026-09-30,0.1
ORD-1647,PROD-04,4,2025-12-26,0.8
ORD-1648,PROD-02,6,2026-03-29,0.8
ORD-1649,PROD-99,5,2026-07-31,0.0
ORD-1650,PROD-03,6,2025-04-26,0.0
ORD-1651,PROD-05,2,2025-03-01,0.2
ORD-1652,PROD-99,4,2026-10-15,0.5
ORD-1653,PROD-05,5,2025-06-28,0.1
ORD-1654,PROD-01,7,2026-04-19,0.5
ORD-1655,PROD-02,6,2026-04-25,0.2
ORD-1656,PROD-02,4,2026-08-26,0.5
ORD-1657,PROD-02,2,2025-11-14,0.8
ORD-1658,PROD-05,9,2025-10-20,0.1
ORD-1659,PROD-04,9,2026-11-01,0.0
ORD-1660,prod_01,7,2026-06-16,0.5
ORD-1661,PROD-04,9,2025-04-12,0.5
ORD-1662,PROD-99,7,2026-01-26,0.1
ORD-1663,prod_01,9,2025-05-19,0.0
ORD-1664,PROD-04,6,2025-06-26,0.2
ORD-1665,PROD-05,6,2025-08-22,0.2
ORD-1666,PROD-04,9,2026-12-06,0.8
ORD-1667,PROD-03,7,2026-01-08,0.1
ORD-1668,PROD-05,7,2026-12-24,0.0
ORD-1669,PROD-01,5,2025-05-30,0.0
ORD-1670,PROD-99,3,2026-09-22,0.0
ORD-1671,PROD-01,2,2025-05-01,0.1
ORD-1672,PROD-03,8,2026-04-19,0.8
ORD-1673,PROD-04,2,2025-10-16,0.8
ORD-1674,PROD-01,7,2026-07-19,0.5
ORD-1675,PROD-99,1,2026-11-14,0.1
ORD-1676,PROD-02,7,2025-09-01,0.8
ORD-1677,PROD-04,6,2026-02-28,0.5
ORD-1678,PROD-99,3,2026-01-03,0.8
ORD-1679,PROD-05,1,2025-07-11,0.1
ORD-1680,PROD-01,7,2025-07-11,0.1
ORD-1681,PROD-02,9,2025-03-22,0.1
ORD-1682,PROD-99,7,2025-02-12,0.1
ORD-1683,PROD-01,5,2026-03-18,0.5
ORD-1684,PROD-04,2,2025-12-21,0.0
ORD-1685,PROD-05,2,2025-02-26,0.8
ORD-1686,PROD-04,3,2025-06-06,0.2
ORD-1687,PROD-03,3,2026-04-25,0.5
ORD-1688,PROD-01,6,2026-03-03,0.1
ORD-1689,PROD-03,3,2026-08-05,0.8
ORD-1690,PROD-01,8,2025-06-02,0.2
ORD-1691,PROD-02,3,2026-07-13,0.1
ORD-1692,PROD-05,3,2025-06-27,0.0
ORD-1693,PROD-99,3,2025-10-23,0.8
ORD-1694,PROD-04,7,2025-10-04,0.5
ORD-1695,PROD-99,9,2025-07-11,0.5
ORD-1696,PROD-01,1,2025-01-19,0.1
ORD-1697,PROD-01,2,2025-11-05,0.8
ORD-1698,prod_01,6,2025-09-18,0.0
ORD-1699,PROD-01,9,2025-07-05,0.1
ORD-1270,PROD-02,1,2025-05-19,0.8
ORD-1646,PROD-01,7,2026-09-30,0.1
ORD-1161,PROD-02,2,2025-08-20,0.0
ORD-1025,PROD-05,6,2026-12-27,0.0
ORD-1582,PROD-02,2,2026-10-12,0.5
ORD-1567,PROD-99,1,2025-05-28,0.1
ORD-1575,PROD-03,5,2025-04-14,0.1
ORD-1060,PROD-01,2,2025-09-20,0.8
ORD-1251,PROD-03,9,2026-03-15,0.5
ORD-1367,PROD-05,5,2025-10-18,0.5
ORD-1551,PROD-99,2,2026-03-12,0.0
ORD-1241,PROD-04,1,2025-06-14,0.2
ORD-1151,PROD-01,8,2026-03-25,0.0
ORD-1559,PROD-01,5,2025-01-23,0.5
ORD-1577,PROD-04,4,2025-10-23,0.5
ORD-1097,PROD-02,9,2026-11-25,0.8
ORD-1666,PROD-04,9,2026-12-06,0.8
ORD-1349,PROD-05,9,2025-09-01,0.0
ORD-1640,PROD-03,8,2026-01-05,0.1
ORD-1149,PROD-99,4,2026-04-07,0.5
ORD-1637,PROD-01,7,2025-11-10,0.5
ORD-1141,PROD-02,7,2026-01-26,0.0
ORD-1016,PROD-02,6,2026-08-15,0.5
ORD-1279,PROD-02,3,2025-07-30,0.2
ORD-1305,PROD-01,6,2026-10-13,0.0
ORD-1335,PROD-99,5,2026-10-31,0.5
ORD-1686,PROD-04,3,2025-06-06,0.2
ORD-1595,PROD-01,6,2026-07-31,0.5
ORD-1275,PROD-99,5,2026-05-10,0.1
ORD-1546,PROD-02,7,2025-05-02,0.5
