Datum,Proizvod,Grad,Cena_EUR,Količina,Ukupna_Zarada
2025-04-30,Pametna Brava Locky,Kragujevac,332.06,6.0,1992.36
2025-11-15,Prečišćivač AirPro,Niš,384.52,9.0,3460.68
2025-10-02,Pametna Brava Locky,Subotica,305.43,6.0,1832.58
2025-04-02,Pametna Sijalica RGB,Novi Sad,366.19,9.0,3295.71
2025-12-12,Pametna Sijalica RGB,Kragujevac,75.87,8.0,606.96
2025-08-17,Prečišćivač AirPro,Kragujevac,196.54,4.0,786.16
2025-04-27,Senzor Pokreta,Niš,77.31,2.0,154.62
2025-11-14,Pametna Brava Locky,Kragujevac,113.5,9.0,1021.5
2025-10-06,Senzor Pokreta,Subotica,392.47,5.0,1962.35
2025-05-07,Robot Usisivač X1,Subotica,218.07,4.0,872.28
2025-05-09,Senzor Pokreta,Niš,245.56,2.0,491.12
2025-02-27,Robot Usisivač X1,Subotica,88.52,1.0,88.52
2025-05-02,Senzor Pokreta,Novi Sad,147.4,7.0,1031.8
2025-01-01,Robot Usisivač X1,Niš,111.31,6.0,667.86
2025-08-27,Prečišćivač AirPro,Novi Sad,100.72,2.0,201.44
2025-10-17,Pametna Sijalica RGB,Beograd,290.7,8.0,2325.6
2025-04-06,Pametna Brava Locky,Novi Sad,123.03,4.0,492.12
2025-05-06,Senzor Pokreta,Beograd,288.09,8.0,2304.72
2025-04-28,Pametna Sijalica RGB,Beograd,35.72,7.0,250.04
2025-02-17,Pametna Brava Locky,Novi Sad,72.38,5.0,361.9
2025-03-30,Pametna Brava Locky,Niš,130.8,8.0,1046.4
2025-08-25,Robot Usisivač X1,Subotica,272.7,9.0,2454.3
2025-09-29,Prečišćivač AirPro,Subotica,307.37,5.0,1536.85
2025-07-08,Prečišćivač AirPro,Beograd,204.8,5.0,1024.0
2025-07-11,Pametna Sijalica RGB,Beograd,206.15,2.0,412.3
2025-03-10,Prečišćivač AirPro,Niš,328.79,5.0,1643.95
2025-10-05,Senzor Pokreta,Kragujevac,16.96,3.0,50.88
2025-12-15,Prečišćivač AirPro,Novi Sad,160.08,7.0,1120.56
2025-09-04,Pametna Sijalica RGB,Beograd,370.23,5.0,1851.15
2025-03-17,Prečišćivač AirPro,Subotica,275.42,8.0,2203.36
2025-06-03,Senzor Pokreta,Niš,158.38,1.0,158.38
2025-05-24,Robot Usisivač X1,Novi Sad,408.43,3.0,1225.29
2025-03-27,Pametna Sijalica RGB,Niš,349.95,3.0,1049.85
2025-07-04,Robot Usisivač X1,Novi Sad,126.55,9.0,1138.95
2025-10-12,Robot Usisivač X1,Novi Sad,293.93,5.0,1469.65
2025-08-08,Robot Usisivač X1,Beograd,272.13,9.0,2449.17
2025-03-10,Pametna Brava Locky,Niš,186.52,9.0,1678.68
2025-04-04,Robot Usisivač X1,Subotica,161.17,2.0,322.34
2025-08-26,Pametna Sijalica RGB,Subotica,281.55,5.0,1407.75
2025-07-23,Senzor Pokreta,Beograd,204.66,4.0,818.64
2025-08-06,Senzor Pokreta,Beograd,376.02,9.0,3384.18
2025-12-07,Prečišćivač AirPro,Kragujevac,304.63,7.0,2132.41
2025-02-08,Pametna Sijalica RGB,Subotica,40.77,6.0,244.62
2025-04-10,Pametna Brava Locky,Novi Sad,291.67,7.0,2041.69
2025-10-16,Robot Usisivač X1,Niš,129.3,1.0,129.3
2025-09-11,Prečišćivač AirPro,Beograd,270.84,1.0,270.84
2025-12-23,Pametna Brava Locky,Niš,111.56,2.0,223.12
2025-01-23,Pametna Brava Locky,Kragujevac,211.02,9.0,1899.18
2025-09-07,Robot Usisivač X1,Subotica,93.74,7.0,656.18
2025-09-03,Pametna Sijalica RGB,Niš,176.53,1.0,176.53
2025-11-21,Pametna Brava Locky,Beograd,169.7,1.0,169.7
2025-04-10,Robot Usisivač X1,Novi Sad,448.01,2.0,896.02
2025-10-17,Pametna Sijalica RGB,Kragujevac,206.4,6.0,1238.4
2025-06-29,Senzor Pokreta,Novi Sad,156.77,6.0,940.62
2025-08-11,Pametna Brava Locky,Beograd,265.41,2.0,530.82
2025-09-07,Pametna Sijalica RGB,Beograd,49.06,1.0,49.06
2025-05-27,Pametna Sijalica RGB,Subotica,433.13,5.0,2165.65
2025-04-06,Pametna Sijalica RGB,Niš,289.38,5.0,1446.9
2025-09-14,Pametna Brava Locky,Niš,342.13,2.0,684.26
2025-11-21,Pametna Brava Locky,Novi Sad,85.01,6.0,510.06
2025-01-04,Prečišćivač AirPro,Kragujevac,190.17,9.0,1711.53
2025-01-16,Senzor Pokreta,Niš,195.98,2.0,391.96
2025-10-07,Robot Usisivač X1,Subotica,371.59,2.0,743.18
2025-12-02,Pametna Sijalica RGB,Novi Sad,10.54,3.0,31.62
2025-04-10,Pametna Brava Locky,Niš,390.38,9.0,3513.42
